"time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","old_la_code","new_la_code","la_name","fsm_status","progression_rate","high_tariff_progression_rate","number_of_he_students","number_of_high_tariff_he_students","number_of_students"
200506,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Total",42.2,"x",746,"x",1767
200607,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","All Other Pupils",41.9,"x",739,"x",1762
200607,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Free School Meals",15.1,"x",16,"x",106
200607,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Total",40.4,"x",755,"x",1868
200708,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","All Other Pupils",42.1,"x",763,"x",1812
200708,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Free School Meals",11.4,"x",10,"x",88
200708,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Total",40.7,"x",773,"x",1900
200809,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","All Other Pupils",40.6,"10.5",709,"183",1745
200809,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Free School Meals",8.6,"2.2",8,"2",93
200809,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Total",39,"10.1",717,"185",1838
200910,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","All Other Pupils",43,"12.1",763,"214",1774
200910,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Free School Meals",15.7,"1.2",13,"1",83
200910,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Total",41.8,"11.6",776,"215",1857
201011,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","All Other Pupils",45.3,"13.3",771,"227",1702
201011,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Free School Meals",20.4,"2",20,"2",98
201011,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Total",43.9,"12.7",791,"229",1800
201112,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","All Other Pupils",45.4,"18.2",815,"326",1794
201112,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Free School Meals",18.8,"4",19,"4",101
201112,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Total",44,"17.4",834,"330",1895
201213,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","All Other Pupils",47.4,"15.3",785,"254",1656
201213,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Free School Meals",21.3,"4",16,"3",75
201213,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Total",46.3,"14.8",801,"257",1731
201314,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","All Other Pupils",45.9,"15.7",827,"283",1803
201314,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Free School Meals",6.6,"0",4,"0",61
201314,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Total",44.6,"15.2",831,"283",1864
201415,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","All Other Pupils",51.2,"17.8",844,"294",1648
201415,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Free School Meals",22.4,"1.3",17,"1",76
201415,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Total",49.9,"17.1",861,"295",1724
201516,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","All Other Pupils",49.7,"14.5",781,"228",1573
201516,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Free School Meals",11.4,"3.4",10,"3",88
201516,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Total",47.6,"13.9",791,"231",1661
201617,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","All Other Pupils",52.7,"16.8",843,"268",1599
201617,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Free School Meals",17.5,"1.8",20,"2",114
201617,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Total",50.4,"15.8",863,"270",1713
201718,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","All Other Pupils",52.5,"17.8",832,"282",1585
201718,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Free School Meals",20.8,"4",21,"4",101
201718,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Total",50.6,"17",853,"286",1686
201819,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","All Other Pupils",51.8,"15.2",807,"236",1557
201819,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Free School Meals",12.6,"2.1",12,"2",95
201819,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Total",49.6,"14.4",819,"238",1652
201920,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","All Other Pupils",51.4,"14.4",777,"217",1511
201920,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Free School Meals",10.5,"0.9",12,"1",114
201920,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Total",48.6,"13.4",789,"218",1625
202021,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","All Other Pupils",54.2,"14.5",853,"228",1573
202021,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Free School Meals",29.2,"6.7",26,"6",89
202021,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Total",52.9,"14.1",879,"234",1662
202122,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","All Other Pupils",58.5,"19.4",918,"304",1569
202122,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Free School Meals",23.9,"5.7",21,"5",88
202122,"Academic year","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","Total",56.7,"18.6",939,"309",1657
200506,"Academic year","Local authority","E92000001","England","E12000008","South East","886","E10000016","Kent","All Other Pupils",34.7,"x",4910,"x",14166
200506,"Academic year","Local authority","E92000001","England","E12000008","South East","886","E10000016","Kent","Free School Meals",7.9,"x",105,"x",1333
200506,"Academic year","Local authority","E92000001","England","E12000008","South East","886","E10000016","Kent","Total",32.4,"x",5015,"x",15499
200607,"Academic year","Local authority","E92000001","England","E12000008","South East","886","E10000016","Kent","All Other Pupils",35.4,"x",5192,"x",14682
200607,"Academic year","Local authority","E92000001","England","E12000008","South East","886","E10000016","Kent","Free School Meals",9.1,"x",125,"x",1379
