"time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","old_la_code","new_la_code","la_name","gender","progression_rate","high_tariff_progression_rate","number_of_he_students","number_of_high_tariff_he_students","number_of_students"
201415,"Academic year","Local authority","E92000001","England","E13000002","Outer London","307","E09000009","Ealing","Male",49.5,"12",739,"179",1494
201415,"Academic year","Local authority","E92000001","England","E13000002","Outer London","307","E09000009","Ealing","Total",54.6,"13.6",1574,"391",2884
201516,"Academic year","Local authority","E92000001","England","E13000002","Outer London","307","E09000009","Ealing","Female",60.7,"13.3",850,"186",1400
201516,"Academic year","Local authority","E92000001","England","E13000002","Outer London","307","E09000009","Ealing","Male",53.9,"12.3",825,"188",1530
201516,"Academic year","Local authority","E92000001","England","E13000002","Outer London","307","E09000009","Ealing","Total",57.2,"12.8",1675,"374",2930
201617,"Academic year","Local authority","E92000001","England","E13000002","Outer London","307","E09000009","Ealing","Female",63.7,"12.5",945,"185",1484
201617,"Academic year","Local authority","E92000001","England","E13000002","Outer London","307","E09000009","Ealing","Male",53.1,"10.7",780,"157",1468
201617,"Academic year","Local authority","E92000001","England","E13000002","Outer London","307","E09000009","Ealing","Total",58.4,"11.6",1725,"342",2952
201718,"Academic year","Local authority","E92000001","England","E13000002","Outer London","307","E09000009","Ealing","Female",63.3,"13.8",911,"198",1439
201718,"Academic year","Local authority","E92000001","England","E13000002","Outer London","307","E09000009","Ealing","Male",51.6,"12.1",797,"187",1545
201718,"Academic year","Local authority","E92000001","England","E13000002","Outer London","307","E09000009","Ealing","Total",57.2,"12.9",1708,"385",2984
201819,"Academic year","Local authority","E92000001","England","E13000002","Outer London","307","E09000009","Ealing","Female",64.9,"16.8",895,"232",1378
201819,"Academic year","Local authority","E92000001","England","E13000002","Outer London","307","E09000009","Ealing","Male",54.5,"14.9",817,"223",1498
201819,"Academic year","Local authority","E92000001","England","E13000002","Outer London","307","E09000009","Ealing","Total",59.5,"15.8",1712,"455",2876
201920,"Academic year","Local authority","E92000001","England","E13000002","Outer London","307","E09000009","Ealing","Female",66,"17.3",909,"239",1378
201920,"Academic year","Local authority","E92000001","England","E13000002","Outer London","307","E09000009","Ealing","Male",53.2,"11.6",782,"170",1471
201920,"Academic year","Local authority","E92000001","England","E13000002","Outer London","307","E09000009","Ealing","Total",59.4,"14.4",1691,"409",2849
202021,"Academic year","Local authority","E92000001","England","E13000002","Outer London","307","E09000009","Ealing","Female",68.2,"17.8",928,"242",1360
202021,"Academic year","Local authority","E92000001","England","E13000002","Outer London","307","E09000009","Ealing","Male",57.1,"12.7",821,"183",1438
202021,"Academic year","Local authority","E92000001","England","E13000002","Outer London","307","E09000009","Ealing","Total",62.5,"15.2",1749,"425",2798
202122,"Academic year","Local authority","E92000001","England","E13000002","Outer London","307","E09000009","Ealing","Female",72.1,"24.3",1071,"361",1485
202122,"Academic year","Local authority","E92000001","England","E13000002","Outer London","307","E09000009","Ealing","Male",56.7,"17.3",811,"248",1430
202122,"Academic year","Local authority","E92000001","England","E13000002","Outer London","307","E09000009","Ealing","Total",64.6,"20.9",1882,"609",2915
200910,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Female",47.6,"9.5",824,"165",1731
200910,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Male",40.9,"8.5",791,"165",1933
200910,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Total",44.1,"9",1615,"330",3664
201011,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Female",50.7,"12.2",920,"222",1813
201011,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Male",44.3,"12.2",862,"238",1944
201011,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Total",47.4,"12.2",1782,"460",3757
201112,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Female",52.9,"12.2",954,"221",1805
201112,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Male",43.3,"11.1",865,"222",1998
201112,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Total",47.8,"11.6",1819,"443",3803
201213,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Female",56.8,"11.5",1008,"204",1775
201213,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Male",44.1,"11",818,"204",1854
201213,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Total",50.3,"11.2",1826,"408",3629
201314,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Female",55.8,"11.4",999,"204",1789
201314,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Male",45.6,"11",847,"205",1856
201314,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Total",50.6,"11.2",1846,"409",3645
201415,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Female",60.8,"13.8",1016,"230",1672
201415,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Male",50.5,"12.6",962,"240",1906
201415,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Total",55.3,"13.1",1978,"470",3578
201516,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Female",62.3,"12.8",1078,"222",1731
201516,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Male",48.8,"12.6",968,"251",1985
201516,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Total",55.1,"12.7",2046,"473",3716
201617,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Female",63.4,"13.7",1193,"258",1883
201617,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Male",52.1,"11.5",1001,"221",1922
201617,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Total",57.7,"12.6",2194,"479",3805
201718,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Female",65.6,"11",1170,"196",1783
201718,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Male",52.1,"12.7",1022,"250",1963
201718,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Total",58.5,"11.9",2192,"446",3746
201819,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Female",62.2,"15.7",1088,"274",1748
201819,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Male",49.8,"13.5",955,"258",1918
201819,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Total",55.7,"14.5",2043,"532",3666
201920,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Female",63.4,"14.6",1125,"259",1774
201920,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Male",50.9,"12.1",921,"220",1811
201920,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Total",57.1,"13.4",2046,"479",3585
202021,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Female",66.4,"15.3",1096,"253",1650
202021,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Male",51.6,"14.8",978,"280",1895
202021,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Total",58.5,"15",2074,"533",3545
202122,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Female",68,"19",1139,"318",1675
202122,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Male",50.6,"14.9",901,"266",1782
202122,"Academic year","Local authority","E92000001","England","E13000002","Outer London","308","E09000010","Enfield","Total",59,"16.9",2040,"584",3457
200910,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Female",62.3,"12.7",665,"135",1067
200910,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Male",51.6,"11.7",580,"131",1123
200910,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Total",56.8,"12.1",1245,"266",2190
201011,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Female",64.4,"16",737,"183",1144
201011,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Male",52.5,"15.5",583,"172",1111
201011,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Total",58.5,"15.7",1320,"355",2255
201112,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Female",63.2,"16.7",717,"189",1135
201112,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Male",50.1,"13.5",561,"151",1120
201112,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Total",56.7,"15.1",1278,"340",2255
201213,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Female",63.1,"16.3",692,"179",1096
201213,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Male",54.4,"12.6",600,"139",1102
201213,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Total",58.8,"14.5",1292,"318",2198
201314,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Female",61.3,"13.8",683,"154",1114
201314,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Male",53.9,"13.4",595,"148",1103
201314,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Total",57.6,"13.6",1278,"302",2217
201415,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Female",68,"18",727,"192",1069
201415,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Male",59.7,"14.6",665,"162",1113
201415,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Total",63.8,"16.2",1392,"354",2182
201516,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Female",67.8,"16.5",732,"178",1079
201516,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Male",58.9,"13.2",638,"143",1084
201516,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Total",63.3,"14.8",1370,"321",2163
201617,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Female",72.6,"14.8",824,"168",1135
201617,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Male",57.6,"14",605,"147",1051
201617,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Total",65.4,"14.4",1429,"315",2186
201718,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Female",70.4,"16.4",753,"175",1070
201718,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Male",57.5,"13",646,"146",1123
201718,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Total",63.8,"14.6",1399,"321",2193
201819,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Female",71.7,"19.5",771,"210",1076
201819,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Male",60.6,"17",661,"185",1090
201819,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Total",66.1,"18.2",1432,"395",2166
201920,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Female",71.1,"21.5",769,"233",1082
201920,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Male",60.7,"17.3",681,"194",1121
201920,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Total",65.8,"19.4",1450,"427",2203
202021,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Female",72.3,"19.9",756,"208",1046
202021,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Male",64.7,"16.7",690,"178",1066
202021,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Total",68.5,"18.3",1446,"386",2112
202122,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Female",75.8,"23.8",807,"254",1065
202122,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Male",66.6,"18.3",679,"186",1019
202122,"Academic year","Local authority","E92000001","England","E13000002","Outer London","310","E09000015","Harrow","Total",71.3,"21.1",1486,"440",2084
200910,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Female",36.7,"5.9",536,"86",1462
200910,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Male",31.2,"6.6",498,"105",1596
200910,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Total",33.8,"6.2",1034,"191",3058
201011,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Female",37.9,"7.6",566,"113",1495
201011,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Male",32.6,"6.5",514,"102",1575
201011,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Total",35.2,"7",1080,"215",3070
201112,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Female",38.8,"7.5",581,"113",1499
201112,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Male",34.4,"8.8",533,"136",1548
201112,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Total",36.6,"8.2",1114,"249",3047
201213,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Female",37.7,"7.7",565,"116",1499
201213,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Male",30.2,"5.2",464,"80",1534
201213,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Total",33.9,"6.5",1029,"196",3033
201314,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Female",37.4,"7.2",569,"109",1521
201314,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Male",31.3,"6.7",488,"104",1560
201314,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Total",34.3,"6.9",1057,"213",3081
201415,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Female",38.7,"7.5",570,"111",1472
201415,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Male",32.7,"8.9",521,"142",1593
201415,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Total",35.6,"8.3",1091,"253",3065
201516,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Female",40.7,"7.8",600,"115",1475
201516,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Male",32,"6.5",498,"101",1555
201516,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Total",36.2,"7.1",1098,"216",3030
201617,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Female",41.4,"7.5",625,"114",1510
201617,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Male",32.7,"6.2",507,"96",1550
201617,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Total",37,"6.9",1132,"210",3060
201718,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Female",40.3,"7.5",590,"109",1463
201718,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Male",33.6,"4.8",538,"77",1602
201718,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Total",36.8,"6.1",1128,"186",3065
201819,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Female",43.7,"7.5",651,"112",1489
201819,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Male",30.5,"6",492,"97",1614
201819,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Total",36.8,"6.7",1143,"209",3103
201920,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Female",42.7,"8.4",617,"122",1444
201920,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Male",37.1,"8.8",551,"131",1487
201920,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Total",39.8,"8.6",1168,"253",2931
202021,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Female",43.8,"9.1",608,"126",1387
202021,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Male",35.7,"9.2",521,"134",1461
202021,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Total",39.6,"9.1",1129,"260",2848
202122,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Female",50.6,"13.2",678,"177",1339
202122,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Male",39.9,"11.5",580,"167",1453
202122,"Academic year","Local authority","E92000001","England","E13000002","Outer London","311","E09000016","Havering","Total",45.1,"12.3",1258,"344",2792
200910,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Female",41,"5.4",619,"81",1508
200910,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Male",33.6,"5.3",512,"80",1523
200910,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Total",37.3,"5.3",1131,"161",3031
201011,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Female",42.3,"7",665,"110",1572
201011,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Male",32.9,"6",499,"91",1519
201011,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Total",37.7,"6.5",1164,"201",3091
201112,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Female",44.6,"9.3",676,"141",1514
201112,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Male",34.7,"8.1",569,"133",1641
201112,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Total",39.5,"8.7",1245,"274",3155
201213,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Female",43.5,"8.9",629,"128",1445
201213,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Male",37.7,"7.3",569,"110",1510
201213,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Total",40.5,"8.1",1198,"238",2955
201314,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Female",45.6,"8",690,"121",1514
201314,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Male",33.9,"8.1",533,"127",1572
201314,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Total",39.6,"8",1223,"248",3086
201415,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Female",47.1,"10.6",678,"152",1439
201415,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Male",38.9,"9.2",606,"144",1559
201415,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Total",42.8,"9.9",1284,"296",2998
201516,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Female",51.9,"9.6",760,"141",1464
201516,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Male",42.9,"9.2",656,"140",1528
201516,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Total",47.3,"9.4",1416,"281",2992
201617,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Female",54.8,"11.4",804,"168",1468
201617,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Male",38.9,"7.3",614,"115",1577
201617,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Total",46.6,"9.3",1418,"283",3045
201718,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Female",55.6,"9.9",817,"146",1470
201718,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Male",42.6,"8.9",686,"143",1611
201718,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Total",48.8,"9.4",1503,"289",3081
201819,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Female",53.4,"13.1",834,"205",1562
201819,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Male",46,"9.9",705,"152",1532
201819,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Total",49.7,"11.5",1539,"357",3094
201920,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Female",55,"11.4",831,"173",1511
201920,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Male",44,"9.3",727,"154",1651
201920,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Total",49.3,"10.3",1558,"327",3162
202021,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Female",58.8,"13.1",882,"197",1500
202021,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Male",46.4,"11",778,"184",1677
202021,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Total",52.3,"12",1660,"381",3177
202122,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Female",62.5,"17.1",950,"260",1521
202122,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Male",51.3,"12.2",822,"195",1603
202122,"Academic year","Local authority","E92000001","England","E13000002","Outer London","312","E09000017","Hillingdon","Total",56.7,"14.6",1772,"455",3124
200910,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Female",55.1,"11.5",732,"153",1329
200910,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Male",43,"8.1",569,"107",1323
200910,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Total",49.1,"9.8",1301,"260",2652
201011,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Female",54.7,"12.4",730,"165",1335
201011,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Male",43.6,"10.7",589,"144",1350
201011,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Total",49.1,"11.5",1319,"309",2685
201112,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Female",55.6,"14.8",767,"204",1379
201112,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Male",42.8,"12.2",576,"165",1347
201112,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Total",49.3,"13.5",1343,"369",2726
201213,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Female",55.1,"13",711,"168",1291
201213,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Male",46,"9.3",601,"122",1307
201213,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Total",50.5,"11.2",1312,"290",2598
201314,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Female",56.6,"14.8",741,"194",1310
201314,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Male",44.4,"11.5",599,"155",1348
201314,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Total",50.4,"13.1",1340,"349",2658
201415,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Female",61.6,"15.5",786,"198",1277
201415,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Male",50.2,"13.1",669,"175",1332
201415,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Total",55.8,"14.3",1455,"373",2609
201516,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Female",60.2,"13.2",777,"171",1291
201516,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Male",52.8,"11.3",677,"145",1283
201516,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Total",56.5,"12.3",1454,"316",2574
201617,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Female",59,"12.2",803,"166",1360
201617,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Male",48.9,"11.1",680,"154",1391
201617,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Total",53.9,"11.6",1483,"320",2751
201718,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Female",64.8,"15.9",848,"208",1308
201718,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Male",52.9,"14",706,"187",1334
201718,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Total",58.8,"15",1554,"395",2642
201819,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Female",62.9,"16.6",822,"217",1307
201819,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Male",53.1,"16.4",703,"217",1324
201819,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Total",58,"16.5",1525,"434",2631
201920,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Female",64.1,"16.1",822,"207",1283
201920,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Male",53.6,"10.9",691,"141",1288
201920,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Total",58.8,"13.5",1513,"348",2571
202021,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Female",68.1,"14.7",836,"180",1228
202021,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Male",55.6,"12.7",736,"168",1324
202021,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Total",61.6,"13.6",1572,"348",2552
202122,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Female",72.2,"20",925,"256",1282
202122,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Male",58.3,"14.6",768,"193",1318
202122,"Academic year","Local authority","E92000001","England","E13000002","Outer London","313","E09000018","Hounslow","Total",65.1,"17.3",1693,"449",2600
200910,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Female",55.2,"20.2",450,"165",815
