"time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","old_la_code","new_la_code","la_name","gender","progression_rate","high_tariff_progression_rate","number_of_he_students","number_of_high_tariff_he_students","number_of_students"
202122,"Academic year","Local authority","E92000001","England","E12000001","North East","841","E06000005","Darlington","Female",50.7,"15.7",265,"82",523
202122,"Academic year","Local authority","E92000001","England","E12000001","North East","841","E06000005","Darlington","Male",39.8,"12.2",229,"70",576
202122,"Academic year","Local authority","E92000001","England","E12000001","North East","841","E06000005","Darlington","Total",44.9,"13.8",494,"152",1099
200910,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Female",37.8,"9",732,"175",1937
200910,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Male",30.6,"8.2",607,"163",1986
200910,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Total",34.1,"8.6",1339,"338",3923
201011,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Female",40,"9.9",772,"192",1930
201011,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Male",30.3,"7.7",603,"154",1989
201011,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Total",35.1,"8.8",1375,"346",3919
201112,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Female",41.5,"12.6",786,"238",1895
201112,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Male",32.9,"8.8",660,"176",2005
201112,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Total",37.1,"10.6",1446,"414",3900
201213,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Female",39.9,"9.7",748,"182",1873
201213,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Male",30.1,"7.8",585,"151",1942
201213,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Total",34.9,"8.7",1333,"333",3815
201314,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Female",41.3,"12.3",742,"221",1795
201314,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Male",31.6,"8.2",579,"151",1834
201314,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Total",36.4,"10.3",1321,"372",3629
201415,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Female",44.1,"10.3",784,"183",1778
201415,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Male",34.1,"9.6",641,"181",1880
201415,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Total",39,"10",1425,"364",3658
201516,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Female",46.3,"12.4",774,"207",1673
201516,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Male",32.7,"8.8",606,"164",1854
201516,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Total",39.1,"10.5",1380,"371",3527
201617,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Female",44.9,"12",801,"214",1782
201617,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Male",34.6,"10.6",630,"194",1822
201617,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Total",39.7,"11.3",1431,"408",3604
201718,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Female",45.9,"12.7",767,"212",1672
201718,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Male",37.1,"10.1",677,"185",1826
201718,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Total",41.3,"11.3",1444,"397",3498
201819,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Female",49.2,"14.6",847,"252",1723
201819,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Male",35.6,"11.3",631,"200",1771
201819,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Total",42.3,"12.9",1478,"452",3494
201920,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Female",43.3,"13.6",675,"212",1558
201920,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Male",32.8,"11.8",540,"194",1646
201920,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Total",37.9,"12.7",1215,"406",3204
202021,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Female",46.5,"14.2",733,"224",1575
202021,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Male",33,"10.9",523,"173",1585
202021,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Total",39.7,"12.6",1256,"397",3160
202122,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Female",53.4,"18.1",795,"269",1489
202122,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Male",36.3,"11.9",567,"185",1561
202122,"Academic year","Local authority","E92000001","England","E12000001","North East","929","E06000057","Northumberland","Total",44.7,"14.9",1362,"454",3050
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Female",22.7,"2.9",218,"28",962
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Male",16.1,"3.4",169,"36",1051
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Total",19.2,"3.2",387,"64",2013
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Female",21.9,"1.7",219,"17",999
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Male",18.4,"2.7",186,"27",1009
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Total",20.2,"2.2",405,"44",2008
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Female",21.8,"2.7",201,"25",920
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Male",19.6,"3.2",199,"32",1015
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Total",20.7,"2.9",400,"57",1935
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Female",25.2,"4.2",199,"33",791
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Male",16.8,"3.7",144,"32",857
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Total",20.8,"3.9",343,"65",1648
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Female",23.9,"3.4",187,"27",783
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Male",19.4,"3.7",170,"32",875
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Total",21.5,"3.6",357,"59",1658
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Female",27.1,"4.4",202,"33",745
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Male",19.2,"4.3",160,"36",832
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Total",23,"4.4",362,"69",1577
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Female",26.4,"4.1",187,"29",709
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Male",23.5,"3.8",172,"28",733
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Total",24.9,"4",359,"57",1442
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Female",28.8,"1.9",202,"13",702
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Male",23.5,"1.6",163,"11",695
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Total",26.1,"1.7",365,"24",1397
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Female",27.7,"1.5",161,"9",581
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Male",21.8,"1.3",148,"9",679
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Total",24.5,"1.4",309,"18",1260
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Female",26.6,"4.4",158,"26",595
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Male",20.8,"4.2",134,"27",645
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Total",23.5,"4.3",292,"53",1240
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Female",28.9,"3.5",157,"19",544
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Male",19.9,"3.2",120,"19",603
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Total",24.1,"3.3",277,"38",1147
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Female",29.8,"3.9",137,"18",459
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Male",24,"4",125,"21",521
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Total",26.7,"4",262,"39",980
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Female",34.8,"6.7",162,"31",465
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Male",18,"4.1",84,"19",467
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","340","E08000011","Knowsley","Total",26.4,"5.4",246,"50",932
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Female",35,"8.4",1041,"251",2976
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Male",26.9,"6.7",789,"198",2937
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Total",30.9,"7.6",1830,"449",5913
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Female",35.7,"8",1037,"231",2903
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Male",28.1,"8.3",815,"241",2902
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Total",31.9,"8.1",1852,"472",5805
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Female",36.3,"8.7",1016,"243",2798
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Male",31.6,"8.4",878,"234",2782
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Total",33.9,"8.5",1894,"477",5580
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Female",39.1,"9.2",1064,"250",2721
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Male",29.5,"7",773,"184",2618
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Total",34.4,"8.1",1837,"434",5339
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Female",40.9,"9.2",1066,"241",2609
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Male",31.9,"7.6",805,"191",2524
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Total",36.5,"8.4",1871,"432",5133
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Female",40.5,"9.9",1043,"255",2573
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Male",32.9,"8.9",844,"229",2562
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Total",36.7,"9.4",1887,"484",5135
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Female",43.6,"10.9",1112,"277",2548
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Male",32.3,"8.5",806,"211",2497
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Total",38,"9.7",1918,"488",5045
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Female",44.6,"4.9",1165,"129",2613
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Male",35.8,"5.9",897,"149",2505
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Total",40.3,"5.4",2062,"278",5118
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Female",48.6,"6.7",1173,"161",2416
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Male",36.1,"6.4",865,"154",2396
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Total",42.4,"6.5",2038,"315",4812
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Female",48.1,"11.8",1194,"294",2484
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Male",38.3,"12.5",890,"291",2326
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Total",43.3,"12.2",2084,"585",4810
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Female",48,"12.3",1112,"284",2317
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Male",38.9,"10.6",902,"245",2317
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Total",43.5,"11.4",2014,"529",4634
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Female",50.2,"12.8",1135,"290",2260
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Male",35.1,"11.8",795,"267",2263
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Total",42.7,"12.3",1930,"557",4523
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Female",52.1,"16.1",1209,"373",2321
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Male",37.6,"12.6",833,"279",2215
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","Total",45,"14.4",2042,"652",4536
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","342","E08000013","St. Helens","Female",39.3,"9",425,"97",1082
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","342","E08000013","St. Helens","Male",27.6,"6.3",326,"74",1181
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","342","E08000013","St. Helens","Total",33.2,"7.6",751,"171",2263
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","342","E08000013","St. Helens","Female",38.2,"8.7",418,"95",1095
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","342","E08000013","St. Helens","Male",29.5,"6.4",364,"79",1235
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","342","E08000013","St. Helens","Total",33.6,"7.5",782,"174",2330
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","342","E08000013","St. Helens","Female",42.1,"10.2",478,"116",1136
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","342","E08000013","St. Helens","Male",30.4,"8.2",342,"92",1124
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","342","E08000013","St. Helens","Total",36.3,"9.2",820,"208",2260
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","342","E08000013","St. Helens","Female",39.5,"8.2",419,"87",1062
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","342","E08000013","St. Helens","Male",33.7,"8.4",372,"93",1103
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","342","E08000013","St. Helens","Total",36.5,"8.3",791,"180",2165
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","342","E08000013","St. Helens","Female",39.5,"9.7",395,"97",1001
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","342","E08000013","St. Helens","Male",31.7,"7.2",323,"73",1020
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","342","E08000013","St. Helens","Total",35.5,"8.4",718,"170",2021
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","342","E08000013","St. Helens","Female",41.6,"7",408,"69",980
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","342","E08000013","St. Helens","Male",33.4,"9",335,"90",1004
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","342","E08000013","St. Helens","Total",37.4,"8",743,"159",1984
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","342","E08000013","St. Helens","Female",44.2,"8.9",425,"86",962
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","342","E08000013","St. Helens","Male",37.6,"9",371,"89",987
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","342","E08000013","St. Helens","Total",40.8,"9",796,"175",1949
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","342","E08000013","St. Helens","Female",47.4,"9.4",452,"90",954
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","342","E08000013","St. Helens","Male",33.3,"6.3",332,"63",996
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","342","E08000013","St. Helens","Total",40.2,"7.8",784,"153",1950
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","342","E08000013","St. Helens","Female",45.2,"6.8",399,"60",882
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","342","E08000013","St. Helens","Male",31.6,"5.2",298,"49",943
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","342","E08000013","St. Helens","Total",38.2,"6",697,"109",1825
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","342","E08000013","St. Helens","Female",43.8,"9.8",392,"88",895
