"time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","old_la_code","new_la_code","la_name","progression_rate_fsm","progression_rate_non_fsm","progression_rate","high_tariff_progression_rate_fsm","high_tariff_progression_rate_non_fsm","high_tariff_progression_rate","progression_rate_gap","high_tariff_progression_rate_gap"
201718,"Academic year","Local authority","E92000001","England","E12000008","South East","852","E06000045","Southampton","19","33.2","30.7","2","7","6.1","14.2","5"
201819,"Academic year","Local authority","E92000001","England","E12000008","South East","852","E06000045","Southampton","18.9","36.5","33.3","2.3","7.4","6.5","17.6","5.2"
201920,"Academic year","Local authority","E92000001","England","E12000008","South East","852","E06000045","Southampton","18.7","35","32.2","1.7","8.4","7.2","16.4","6.6"
202021,"Academic year","Local authority","E92000001","England","E12000008","South East","852","E06000045","Southampton","20.7","38.6","35.7","3.3","8.5","7.6","17.8","5.2"
202122,"Academic year","Local authority","E92000001","England","E12000008","South East","852","E06000045","Southampton","22","41.8","38.2","2.8","10.5","9.1","19.9","7.7"
200506,"Academic year","Local authority","E92000001","England","E12000008","South East","867","E06000036","Bracknell Forest","4.8","30.1","29.1","x","x","x","25.3","x"
200607,"Academic year","Local authority","E92000001","England","E12000008","South East","867","E06000036","Bracknell Forest","4.3","31.2","29.9","x","x","x","26.9","x"
200708,"Academic year","Local authority","E92000001","England","E12000008","South East","867","E06000036","Bracknell Forest","5.4","30.4","29.1","x","x","x","25.1","x"
200809,"Academic year","Local authority","E92000001","England","E12000008","South East","867","E06000036","Bracknell Forest","7.4","31.7","30.4","1.9","8.6","8.2","24.3","6.7"
200910,"Academic year","Local authority","E92000001","England","E12000008","South East","867","E06000036","Bracknell Forest","11.5","35.3","34","0","9.3","8.7","23.9","9.3"
201011,"Academic year","Local authority","E92000001","England","E12000008","South East","867","E06000036","Bracknell Forest","12","35.4","34.3","10","8.6","8.6","23.4","-1.4"
201112,"Academic year","Local authority","E92000001","England","E12000008","South East","867","E06000036","Bracknell Forest","19.2","37.9","37","1.9","12","11.5","18.6","10.1"
201213,"Academic year","Local authority","E92000001","England","E12000008","South East","867","E06000036","Bracknell Forest","13.3","37","36.4","0","10.5","10.2","23.7","10.5"
201314,"Academic year","Local authority","E92000001","England","E12000008","South East","867","E06000036","Bracknell Forest","2.3","36.5","35.1","0","10.3","9.9","34.1","10.3"
201415,"Academic year","Local authority","E92000001","England","E12000008","South East","867","E06000036","Bracknell Forest","22.4","38.3","37.5","3.4","10.2","9.8","15.9","6.7"
201516,"Academic year","Local authority","E92000001","England","E12000008","South East","867","E06000036","Bracknell Forest","16.7","40.2","38.9","3.3","13","12.5","23.5","9.7"
201617,"Academic year","Local authority","E92000001","England","E12000008","South East","867","E06000036","Bracknell Forest","10.6","41.4","39.5","1.5","12.2","11.6","30.8","10.7"
201718,"Academic year","Local authority","E92000001","England","E12000008","South East","867","E06000036","Bracknell Forest","7.5","41.1","38.8","3.8","11.7","11.2","33.6","8"
201819,"Academic year","Local authority","E92000001","England","E12000008","South East","867","E06000036","Bracknell Forest","11","43.6","41.2","2.4","12","11.3","32.6","9.6"
201920,"Academic year","Local authority","E92000001","England","E12000008","South East","867","E06000036","Bracknell Forest","17.5","44.2","42.7","0","9.5","9","26.8","9.5"
202021,"Academic year","Local authority","E92000001","England","E12000008","South East","867","E06000036","Bracknell Forest","15.9","43","41.3","1.4","10.8","10.3","27","9.4"
202122,"Academic year","Local authority","E92000001","England","E12000008","South East","867","E06000036","Bracknell Forest","17.9","50.6","48.8","0","13.8","13","32.7","13.8"
200506,"Academic year","Local authority","E92000001","England","E12000008","South East","868","E06000040","Windsor and Maidenhead","18","40.2","39.4","x","x","x","22.2","x"
