"time_period","time_identifier","geographic_level","country_code","country_name","gender","fsm_status","ethnicity_major","ethnicity_minor","progression_rate","high_tariff_progression_rate","number_of_he_students","number_of_high_tariff_he_students","number_of_students"
201112,"Academic year","National","E92000001","England","Male","Free School Meals","Asian","Any Other Asian Background",44.9,7.7,250,43,557
201112,"Academic year","National","E92000001","England","Male","Free School Meals","Asian","Total",39.2,6.4,2047,335,5227
201112,"Academic year","National","E92000001","England","Male","Free School Meals","Black","Black Caribbean",22.1,1.4,188,12,849
201112,"Academic year","National","E92000001","England","Male","Free School Meals","Black","Black - African",41.4,4,842,81,2034
201112,"Academic year","National","E92000001","England","Male","Free School Meals","Black","Any Other Black Background",29.1,3.1,95,10,327
201112,"Academic year","National","E92000001","England","Male","Free School Meals","Black","Total",35,3.2,1125,103,3210
201112,"Academic year","National","E92000001","England","Male","Free School Meals","Chinese","Chinese",67.5,21.4,85,27,126
201112,"Academic year","National","E92000001","England","Male","Free School Meals","Any Other Ethnic Group","Any Other Ethnic Group",38.2,8.3,393,86,1030
201112,"Academic year","National","E92000001","England","Male","Free School Meals","Unknown","Unknown",15.8,1.7,100,11,634
201112,"Academic year","National","E92000001","England","Male","Free School Meals","Total","Total",17.7,2.5,6784,971,38245
201112,"Academic year","National","E92000001","England","Male","All Other Pupils","White","White - British",32.1,9.1,71500,20336,222612
201112,"Academic year","National","E92000001","England","Male","All Other Pupils","White","White - Irish",44,14.8,396,133,899
201112,"Academic year","National","E92000001","England","Male","All Other Pupils","White","Traveller of Irish Heritage",4.3,0,1,0,23
201112,"Academic year","National","E92000001","England","Male","All Other Pupils","White","Gypsy / Roma",6,0,8,0,133
201112,"Academic year","National","E92000001","England","Male","All Other Pupils","White","Any Other White Background",38.8,12,2609,808,6722
201112,"Academic year","National","E92000001","England","Male","All Other Pupils","White","Total",32.3,9.2,74514,21277,230389
201112,"Academic year","National","E92000001","England","Male","All Other Pupils","Mixed","White and Black Caribbean",27.2,4.9,631,114,2316
201112,"Academic year","National","E92000001","England","Male","All Other Pupils","Mixed","White and Black African",37.8,12.8,231,78,611
201112,"Academic year","National","E92000001","England","Male","All Other Pupils","Mixed","White and Asian",50.4,16.4,695,226,1380
201112,"Academic year","National","E92000001","England","Male","All Other Pupils","Mixed","Any Other Mixed Background",42.7,12.3,993,287,2327
201112,"Academic year","National","E92000001","England","Male","All Other Pupils","Mixed","Total",38.4,10.6,2550,705,6634
201112,"Academic year","National","E92000001","England","Male","All Other Pupils","Asian","Indian",66,21.6,4159,1363,6304
201112,"Academic year","National","E92000001","England","Male","All Other Pupils","Asian","Pakistani",46.4,9.1,2489,486,5366
201112,"Academic year","National","E92000001","England","Male","All Other Pupils","Asian","Bangladeshi",46.6,9.7,728,152,1562
201112,"Academic year","National","E92000001","England","Male","All Other Pupils","Asian","Any Other Asian Background",51.6,17.1,1306,434,2532
201112,"Academic year","National","E92000001","England","Male","All Other Pupils","Asian","Total",55.1,15.4,8682,2435,15764
201112,"Academic year","National","E92000001","England","Male","All Other Pupils","Black","Black Caribbean",31.3,3.3,960,102,3072
201112,"Academic year","National","E92000001","England","Male","All Other Pupils","Black","Black - African",55.6,8.5,2166,331,3895
201112,"Academic year","National","E92000001","England","Male","All Other Pupils","Black","Any Other Black Background",39.3,5.6,397,57,1009
201112,"Academic year","National","E92000001","England","Male","All Other Pupils","Black","Total",44.2,6.1,3523,490,7976
201112,"Academic year","National","E92000001","England","Male","All Other Pupils","Chinese","Chinese",72.7,32.7,738,332,1015
201112,"Academic year","National","E92000001","England","Male","All Other Pupils","Any Other Ethnic Group","Any Other Ethnic Group",43.1,14.1,886,289,2054
201112,"Academic year","National","E92000001","England","Male","All Other Pupils","Unknown","Unknown",32.1,10.2,1245,395,3875
201112,"Academic year","National","E92000001","England","Male","All Other Pupils","Total","Total",34.4,9.7,92138,25923,267707
201112,"Academic year","National","E92000001","England","Male","Total","White","White - British",29.8,8.3,73867,20644,247710
201112,"Academic year","National","E92000001","England","Male","Total","White","White - Irish",39.9,13.1,419,138,1050
201112,"Academic year","National","E92000001","England","Male","Total","White","Traveller of Irish Heritage",2.3,0,1,0,43
201112,"Academic year","National","E92000001","England","Male","Total","White","Gypsy / Roma",5.1,0.9,11,2,214
201112,"Academic year","National","E92000001","England","Male","Total","White","Any Other White Background",37.3,10.9,2931,855,7860
201112,"Academic year","National","E92000001","England","Male","Total","White","Total",30.1,8.4,77229,21639,256877
201112,"Academic year","National","E92000001","England","Male","Total","Mixed","White and Black Caribbean",24.3,4.1,725,121,2981
201112,"Academic year","National","E92000001","England","Male","Total","Mixed","White and Black African",35.2,11,279,87,792
201112,"Academic year","National","E92000001","England","Male","Total","Mixed","White and Asian",47.8,14.8,771,239,1613
201112,"Academic year","National","E92000001","England","Male","Total","Mixed","Any Other Mixed Background",39.4,11,1094,305,2778
201112,"Academic year","National","E92000001","England","Male","Total","Mixed","Total",35.1,9.2,2869,752,8164
201112,"Academic year","National","E92000001","England","Male","Total","Asian","Indian",64.1,20.6,4463,1431,6961
201112,"Academic year","National","E92000001","England","Male","Total","Asian","Pakistani",42.8,7.9,3399,631,7946
201112,"Academic year","National","E92000001","England","Male","Total","Asian","Bangladeshi",43.8,7.7,1311,231,2995
201112,"Academic year","National","E92000001","England","Male","Total","Asian","Any Other Asian Background",50.4,15.4,1556,477,3089
201112,"Academic year","National","E92000001","England","Male","Total","Asian","Total",51.1,13.2,10729,2770,20991
201112,"Academic year","National","E92000001","England","Male","Total","Black","Black Caribbean",29.3,2.9,1148,114,3921
201112,"Academic year","National","E92000001","England","Male","Total","Black","Black - African",50.7,6.9,3008,412,5929
201112,"Academic year","National","E92000001","England","Male","Total","Black","Any Other Black Background",36.8,5,492,67,1336
201112,"Academic year","National","E92000001","England","Male","Total","Black","Total",41.6,5.3,4648,593,11186
201112,"Academic year","National","E92000001","England","Male","Total","Chinese","Chinese",72.1,31.5,823,359,1141
201112,"Academic year","National","E92000001","England","Male","Total","Any Other Ethnic Group","Any Other Ethnic Group",41.5,12.2,1279,375,3084
201112,"Academic year","National","E92000001","England","Male","Total","Unknown","Unknown",29.8,9,1345,406,4509
201112,"Academic year","National","E92000001","England","Male","Total","Total","Total",32.3,8.8,98922,26894,305952
201112,"Academic year","National","E92000001","England","Total","Free School Meals","White","White - British",11.1,1.4,5464,669,49221
201112,"Academic year","National","E92000001","England","Total","Free School Meals","White","White - Irish",17.2,3.2,53,10,308
201112,"Academic year","National","E92000001","England","Total","Free School Meals","White","Traveller of Irish Heritage",1.8,0,1,0,57
201112,"Academic year","National","E92000001","England","Total","Free School Meals","White","Gypsy / Roma",3.5,1.2,6,2,172
201112,"Academic year","National","E92000001","England","Total","Free School Meals","White","Any Other White Background",32.6,4.8,758,112,2323
201112,"Academic year","National","E92000001","England","Total","Free School Meals","White","Total",12.1,1.5,6282,793,52081
201112,"Academic year","National","E92000001","England","Total","Free School Meals","Mixed","White and Black Caribbean",16.1,1.5,224,21,1395
201112,"Academic year","National","E92000001","England","Total","Free School Meals","Mixed","White and Black African",30.9,5.5,112,20,363
201112,"Academic year","National","E92000001","England","Total","Free School Meals","Mixed","White and Asian",33.5,6.5,155,30,462
201112,"Academic year","National","E92000001","England","Total","Free School Meals","Mixed","Any Other Mixed Background",28.2,4.6,269,44,955
201112,"Academic year","National","E92000001","England","Total","Free School Meals","Mixed","Total",23.9,3.6,760,115,3175
201112,"Academic year","National","E92000001","England","Total","Free School Meals","Asian","Indian",50.6,10.3,668,136,1319
201112,"Academic year","National","E92000001","England","Total","Free School Meals","Asian","Pakistani",38.6,5.9,1903,291,4930
201112,"Academic year","National","E92000001","England","Total","Free School Meals","Asian","Bangladeshi",45.3,6,1280,170,2827
201112,"Academic year","National","E92000001","England","Total","Free School Meals","Asian","Any Other Asian Background",49.1,9.7,502,99,1023
201112,"Academic year","National","E92000001","England","Total","Free School Meals","Asian","Total",43.1,6.9,4353,696,10099
201112,"Academic year","National","E92000001","England","Total","Free School Meals","Black","Black Caribbean",27.1,1.8,472,32,1742
201112,"Academic year","National","E92000001","England","Total","Free School Meals","Black","Black - African",47.4,5.3,1944,216,4099
201112,"Academic year","National","E92000001","England","Total","Free School Meals","Black","Any Other Black Background",32.5,3,231,21,710
201112,"Academic year","National","E92000001","England","Total","Free School Meals","Black","Total",40.4,4.1,2647,269,6551
201112,"Academic year","National","E92000001","England","Total","Free School Meals","Chinese","Chinese",68.8,20,172,50,250
201112,"Academic year","National","E92000001","England","Total","Free School Meals","Any Other Ethnic Group","Any Other Ethnic Group",43.2,8.1,831,156,1924
201112,"Academic year","National","E92000001","England","Total","Free School Meals","Unknown","Unknown",17.8,2.1,217,25,1219
201112,"Academic year","National","E92000001","England","Total","Free School Meals","Total","Total",20.3,2.8,15262,2104,75299
201112,"Academic year","National","E92000001","England","Total","All Other Pupils","White","White - British",35.8,10,156256,43628,436231
201112,"Academic year","National","E92000001","England","Total","All Other Pupils","White","White - Irish",48.7,17.4,887,316,1821
201112,"Academic year","National","E92000001","England","Total","All Other Pupils","White","Traveller of Irish Heritage",8.6,0,5,0,58
201112,"Academic year","National","E92000001","England","Total","All Other Pupils","White","Gypsy / Roma",7.6,0,21,0,277
201112,"Academic year","National","E92000001","England","Total","All Other Pupils","White","Any Other White Background",42.5,13.2,5591,1733,13145
201112,"Academic year","National","E92000001","England","Total","All Other Pupils","White","Total",36,10.1,162760,45677,451532
201112,"Academic year","National","E92000001","England","Total","All Other Pupils","Mixed","White and Black Caribbean",32.5,5.9,1518,274,4672
201112,"Academic year","National","E92000001","England","Total","All Other Pupils","Mixed","White and Black African",45.2,12.7,557,157,1233
201112,"Academic year","National","E92000001","England","Total","All Other Pupils","Mixed","White and Asian",53.7,19,1421,503,2647
201112,"Academic year","National","E92000001","England","Total","All Other Pupils","Mixed","Any Other Mixed Background",45.9,13.8,2097,630,4569
201112,"Academic year","National","E92000001","England","Total","All Other Pupils","Mixed","Total",42.6,11.9,5593,1564,13121
201112,"Academic year","National","E92000001","England","Total","All Other Pupils","Asian","Indian",70.5,22,8608,2686,12208
201112,"Academic year","National","E92000001","England","Total","All Other Pupils","Asian","Pakistani",50,10,5203,1037,10400
201112,"Academic year","National","E92000001","England","Total","All Other Pupils","Asian","Bangladeshi",52.7,11.3,1603,345,3042
201112,"Academic year","National","E92000001","England","Total","All Other Pupils","Asian","Any Other Asian Background",57,17.3,2688,817,4719
201112,"Academic year","National","E92000001","England","Total","All Other Pupils","Asian","Total",59.6,16.1,18102,4885,30369
201112,"Academic year","National","E92000001","England","Total","All Other Pupils","Black","Black Caribbean",39.9,4.5,2490,283,6234
201112,"Academic year","National","E92000001","England","Total","All Other Pupils","Black","Black - African",61.7,10.7,4947,856,8013
201112,"Academic year","National","E92000001","England","Total","All Other Pupils","Black","Any Other Black Background",45.7,6.2,912,124,1995
201112,"Academic year","National","E92000001","England","Total","All Other Pupils","Black","Total",51.4,7.8,8349,1263,16242
201112,"Academic year","National","E92000001","England","Total","All Other Pupils","Chinese","Chinese",74.9,34.4,1508,692,2013
201112,"Academic year","National","E92000001","England","Total","All Other Pupils","Any Other Ethnic Group","Any Other Ethnic Group",48.2,14.4,1848,554,3835
201112,"Academic year","National","E92000001","England","Total","All Other Pupils","Unknown","Unknown",35.9,11.3,2719,855,7584
201112,"Academic year","National","E92000001","England","Total","All Other Pupils","Total","Total",38.3,10.6,200879,55490,524696
201112,"Academic year","National","E92000001","England","Total","Total","White","White - British",33.3,9.1,161720,44297,485452
201112,"Academic year","National","E92000001","England","Total","Total","White","White - Irish",44.2,15.3,940,326,2129
201112,"Academic year","National","E92000001","England","Total","Total","White","Traveller of Irish Heritage",5.2,0,6,0,115
201112,"Academic year","National","E92000001","England","Total","Total","White","Gypsy / Roma",6,0.4,27,2,449
201112,"Academic year","National","E92000001","England","Total","Total","White","Any Other White Background",41,11.9,6349,1845,15468
201112,"Academic year","National","E92000001","England","Total","Total","White","Total",33.6,9.2,169042,46470,503613
201112,"Academic year","National","E92000001","England","Total","Total","Mixed","White and Black Caribbean",28.7,4.9,1742,295,6067
201112,"Academic year","National","E92000001","England","Total","Total","Mixed","White and Black African",41.9,11.1,669,177,1596
201112,"Academic year","National","E92000001","England","Total","Total","Mixed","White and Asian",50.7,17.1,1576,533,3109
201112,"Academic year","National","E92000001","England","Total","Total","Mixed","Any Other Mixed Background",42.8,12.2,2366,674,5524
201112,"Academic year","National","E92000001","England","Total","Total","Mixed","Total",39,10.3,6353,1679,16296
201112,"Academic year","National","E92000001","England","Total","Total","Asian","Indian",68.6,20.9,9276,2822,13527
201112,"Academic year","National","E92000001","England","Total","Total","Asian","Pakistani",46.4,8.7,7106,1328,15330
201112,"Academic year","National","E92000001","England","Total","Total","Asian","Bangladeshi",49.1,8.8,2883,515,5869
201112,"Academic year","National","E92000001","England","Total","Total","Asian","Any Other Asian Background",55.6,16,3190,916,5742
201112,"Academic year","National","E92000001","England","Total","Total","Asian","Total",55.5,13.8,22455,5581,40468
201112,"Academic year","National","E92000001","England","Total","Total","Black","Black Caribbean",37.1,3.9,2962,315,7976
201112,"Academic year","National","E92000001","England","Total","Total","Black","Black - African",56.9,8.9,6891,1072,12112
201112,"Academic year","National","E92000001","England","Total","Total","Black","Any Other Black Background",42.3,5.4,1143,145,2705
201112,"Academic year","National","E92000001","England","Total","Total","Black","Total",48.2,6.7,10996,1532,22793
201112,"Academic year","National","E92000001","England","Total","Total","Chinese","Chinese",74.2,32.8,1680,742,2263
201112,"Academic year","National","E92000001","England","Total","Total","Any Other Ethnic Group","Any Other Ethnic Group",46.5,12.3,2679,710,5759
201112,"Academic year","National","E92000001","England","Total","Total","Unknown","Unknown",33.4,10,2936,880,8803
201112,"Academic year","National","E92000001","England","Total","Total","Total","Total",36,9.6,216141,57594,599995
201213,"Academic year","National","E92000001","England","Female","Free School Meals","White","White - British",13.3,1.4,3133,339,23572
201213,"Academic year","National","E92000001","England","Female","Free School Meals","White","White - Irish",21.6,3.7,29,5,134
201213,"Academic year","National","E92000001","England","Female","Free School Meals","White","Traveller of Irish Heritage",8,0,2,0,25
201213,"Academic year","National","E92000001","England","Female","Free School Meals","White","Gypsy / Roma",0,0,0,0,101
201213,"Academic year","National","E92000001","England","Female","Free School Meals","White","Any Other White Background",38.7,4.2,462,50,1194
201213,"Academic year","National","E92000001","England","Female","Free School Meals","White","Total",14.5,1.6,3626,394,25026
201213,"Academic year","National","E92000001","England","Female","Free School Meals","Mixed","White and Black Caribbean",22.2,1.9,165,14,743
201213,"Academic year","National","E92000001","England","Female","Free School Meals","Mixed","White and Black African",32.8,5.6,58,10,177
201213,"Academic year","National","E92000001","England","Female","Free School Meals","Mixed","White and Asian",38.1,5.6,88,13,231
201213,"Academic year","National","E92000001","England","Female","Free School Meals","Mixed","Any Other Mixed Background",30.6,4.4,166,24,543
201213,"Academic year","National","E92000001","England","Female","Free School Meals","Mixed","Total",28.2,3.6,477,61,1694
201213,"Academic year","National","E92000001","England","Female","Free School Meals","Asian","Indian",52.9,6.6,366,46,692
201213,"Academic year","National","E92000001","England","Female","Free School Meals","Asian","Pakistani",43.2,4.9,1040,118,2405
201213,"Academic year","National","E92000001","England","Female","Free School Meals","Asian","Bangladeshi",51.4,6.4,746,93,1451
201213,"Academic year","National","E92000001","England","Female","Free School Meals","Asian","Any Other Asian Background",55.3,7.4,239,32,432
201213,"Academic year","National","E92000001","England","Female","Free School Meals","Asian","Total",48,5.8,2391,289,4980
201213,"Academic year","National","E92000001","England","Female","Free School Meals","Black","Black Caribbean",38.2,1.4,348,13,911
201213,"Academic year","National","E92000001","England","Female","Free School Meals","Black","Black - African",53.9,5,1222,113,2269
201213,"Academic year","National","E92000001","England","Female","Free School Meals","Black","Any Other Black Background",40.5,3,147,11,363
201213,"Academic year","National","E92000001","England","Female","Free School Meals","Black","Total",48.5,3.9,1717,137,3543
201213,"Academic year","National","E92000001","England","Female","Free School Meals","Chinese","Chinese",77.7,24.3,80,25,103
201213,"Academic year","National","E92000001","England","Female","Free School Meals","Any Other Ethnic Group","Any Other Ethnic Group",54.2,7.2,520,69,960
201213,"Academic year","National","E92000001","England","Female","Free School Meals","Unknown","Unknown",23.4,3.2,109,15,466
201213,"Academic year","National","E92000001","England","Female","Free School Meals","Total","Total",24.3,2.7,8920,990,36772
201213,"Academic year","National","E92000001","England","Female","All Other Pupils","White","White - British",40.1,9.9,81426,20041,203214
201213,"Academic year","National","E92000001","England","Female","All Other Pupils","White","White - Irish",53.3,20.7,424,165,796
201213,"Academic year","National","E92000001","England","Female","All Other Pupils","White","Traveller of Irish Heritage",15.4,2.6,6,1,39
201213,"Academic year","National","E92000001","England","Female","All Other Pupils","White","Gypsy / Roma",8.6,0.7,12,1,139
201213,"Academic year","National","E92000001","England","Female","All Other Pupils","White","Any Other White Background",46,12.3,3244,869,7055
201213,"Academic year","National","E92000001","England","Female","All Other Pupils","White","Total",40.3,10,85112,21077,211243
201213,"Academic year","National","E92000001","England","Female","All Other Pupils","Mixed","White and Black Caribbean",36.4,6.8,894,166,2458
201213,"Academic year","National","E92000001","England","Female","All Other Pupils","Mixed","White and Black African",53.4,13,346,84,648
201213,"Academic year","National","E92000001","England","Female","All Other Pupils","Mixed","White and Asian",58.1,20,778,268,1340
201213,"Academic year","National","E92000001","England","Female","All Other Pupils","Mixed","Any Other Mixed Background",51.6,14.1,1229,335,2380
201213,"Academic year","National","E92000001","England","Female","All Other Pupils","Mixed","Total",47.6,12.5,3247,853,6826
201213,"Academic year","National","E92000001","England","Female","All Other Pupils","Asian","Indian",75.2,17.5,4418,1030,5877
201213,"Academic year","National","E92000001","England","Female","All Other Pupils","Asian","Pakistani",55.4,8.6,2939,456,5305
201213,"Academic year","National","E92000001","England","Female","All Other Pupils","Asian","Bangladeshi",58.3,9.6,926,152,1588
201213,"Academic year","National","E92000001","England","Female","All Other Pupils","Asian","Any Other Asian Background",63.7,14.6,1555,357,2441
201213,"Academic year","National","E92000001","England","Female","All Other Pupils","Asian","Total",64.7,13.1,9838,1995,15211
201213,"Academic year","National","E92000001","England","Female","All Other Pupils","Black","Black Caribbean",47.7,4.8,1515,154,3179
201213,"Academic year","National","E92000001","England","Female","All Other Pupils","Black","Black - African",70.4,11,3079,480,4372
201213,"Academic year","National","E92000001","England","Female","All Other Pupils","Black","Any Other Black Background",51.5,5.8,505,57,980
201213,"Academic year","National","E92000001","England","Female","All Other Pupils","Black","Total",59.8,8.1,5099,691,8531
201213,"Academic year","National","E92000001","England","Female","All Other Pupils","Chinese","Chinese",81.1,34.6,806,344,994
201213,"Academic year","National","E92000001","England","Female","All Other Pupils","Any Other Ethnic Group","Any Other Ethnic Group",52.5,11.6,998,221,1901
201213,"Academic year","National","E92000001","England","Female","All Other Pupils","Unknown","Unknown",42.6,13.3,1310,409,3073
201213,"Academic year","National","E92000001","England","Female","All Other Pupils","Total","Total",42.9,10.3,106410,25590,247779
201213,"Academic year","National","E92000001","England","Female","Total","White","White - British",37.3,9,84559,20380,226786
201213,"Academic year","National","E92000001","England","Female","Total","White","White - Irish",48.7,18.3,453,170,930
201213,"Academic year","National","E92000001","England","Female","Total","White","Traveller of Irish Heritage",12.5,1.6,8,1,64
201213,"Academic year","National","E92000001","England","Female","Total","White","Gypsy / Roma",5,0.4,12,1,240
201213,"Academic year","National","E92000001","England","Female","Total","White","Any Other White Background",44.9,11.1,3706,919,8249
201213,"Academic year","National","E92000001","England","Female","Total","White","Total",37.6,9.1,88738,21471,236269
201213,"Academic year","National","E92000001","England","Female","Total","Mixed","White and Black Caribbean",33.1,5.6,1059,180,3201
201213,"Academic year","National","E92000001","England","Female","Total","Mixed","White and Black African",49,11.4,404,94,825
201213,"Academic year","National","E92000001","England","Female","Total","Mixed","White and Asian",55.1,17.9,866,281,1571
201213,"Academic year","National","E92000001","England","Female","Total","Mixed","Any Other Mixed Background",47.7,12.3,1395,359,2923
201213,"Academic year","National","E92000001","England","Female","Total","Mixed","Total",43.7,10.7,3724,914,8520
201213,"Academic year","National","E92000001","England","Female","Total","Asian","Indian",72.8,16.4,4784,1076,6569
201213,"Academic year","National","E92000001","England","Female","Total","Asian","Pakistani",51.6,7.4,3979,574,7710
201213,"Academic year","National","E92000001","England","Female","Total","Asian","Bangladeshi",55,8.1,1672,245,3039
201213,"Academic year","National","E92000001","England","Female","Total","Asian","Any Other Asian Background",62.4,13.5,1794,389,2873
201213,"Academic year","National","E92000001","England","Female","Total","Asian","Total",60.6,11.3,12229,2284,20191
201213,"Academic year","National","E92000001","England","Female","Total","Black","Black Caribbean",45.6,4.1,1863,167,4090
201213,"Academic year","National","E92000001","England","Female","Total","Black","Black - African",64.8,8.9,4301,593,6641
201213,"Academic year","National","E92000001","England","Female","Total","Black","Any Other Black Background",48.5,5.1,652,68,1343
201213,"Academic year","National","E92000001","England","Female","Total","Black","Total",56.5,6.9,6816,828,12074
201213,"Academic year","National","E92000001","England","Female","Total","Chinese","Chinese",80.8,33.6,886,369,1097
201213,"Academic year","National","E92000001","England","Female","Total","Any Other Ethnic Group","Any Other Ethnic Group",53.1,10.1,1518,290,2861
201213,"Academic year","National","E92000001","England","Female","Total","Unknown","Unknown",40.1,12,1419,424,3539
201213,"Academic year","National","E92000001","England","Female","Total","Total","Total",40.5,9.3,115330,26580,284551
201213,"Academic year","National","E92000001","England","Male","Free School Meals","White","White - British",10.1,1.1,2467,273,24488
201213,"Academic year","National","E92000001","England","Male","Free School Meals","White","White - Irish",14.1,1.8,23,3,163
201213,"Academic year","National","E92000001","England","Male","Free School Meals","White","Traveller of Irish Heritage",3,0,1,0,33
201213,"Academic year","National","E92000001","England","Male","Free School Meals","White","Gypsy / Roma",0,0,0,0,96
201213,"Academic year","National","E92000001","England","Male","Free School Meals","White","Any Other White Background",27.8,3.8,333,46,1196
201213,"Academic year","National","E92000001","England","Male","Free School Meals","White","Total",10.9,1.2,2824,322,25976
201213,"Academic year","National","E92000001","England","Male","Free School Meals","Mixed","White and Black Caribbean",16,2.3,112,16,700
201213,"Academic year","National","E92000001","England","Male","Free School Meals","Mixed","White and Black African",25.8,3.3,39,5,151
201213,"Academic year","National","E92000001","England","Male","Free School Meals","Mixed","White and Asian",26.2,2.7,67,7,256
201213,"Academic year","National","E92000001","England","Male","Free School Meals","Mixed","Any Other Mixed Background",22.6,2.7,117,14,518
201213,"Academic year","National","E92000001","England","Male","Free School Meals","Mixed","Total",20.6,2.6,335,42,1625
201213,"Academic year","National","E92000001","England","Male","Free School Meals","Asian","Indian",43.7,5.9,295,40,675
201213,"Academic year","National","E92000001","England","Male","Free School Meals","Asian","Pakistani",35.4,3.7,931,98,2633
201213,"Academic year","National","E92000001","England","Male","Free School Meals","Asian","Bangladeshi",38.5,4.9,508,65,1321
201213,"Academic year","National","E92000001","England","Male","Free School Meals","Asian","Any Other Asian Background",44.1,7.9,245,44,555
201213,"Academic year","National","E92000001","England","Male","Free School Meals","Asian","Total",38.2,4.8,1979,247,5184
201213,"Academic year","National","E92000001","England","Male","Free School Meals","Black","Black Caribbean",21.2,1.1,174,9,822
201213,"Academic year","National","E92000001","England","Male","Free School Meals","Black","Black - African",43.5,3.5,961,78,2210
201213,"Academic year","National","E92000001","England","Male","Free School Meals","Black","Any Other Black Background",29.2,1.7,103,6,353
201213,"Academic year","National","E92000001","England","Male","Free School Meals","Black","Total",36.6,2.7,1238,93,3385
201213,"Academic year","National","E92000001","England","Male","Free School Meals","Chinese","Chinese",65.5,20.9,72,23,110
201213,"Academic year","National","E92000001","England","Male","Free School Meals","Any Other Ethnic Group","Any Other Ethnic Group",43.6,7.6,463,81,1062
201213,"Academic year","National","E92000001","England","Male","Free School Meals","Unknown","Unknown",18.4,2.5,96,13,522
201213,"Academic year","National","E92000001","England","Male","Free School Meals","Total","Total",18.5,2.2,7007,821,37864
201213,"Academic year","National","E92000001","England","Male","All Other Pupils","White","White - British",32.3,8.4,68072,17616,210891
201213,"Academic year","National","E92000001","England","Male","All Other Pupils","White","White - Irish",45.9,14.8,394,127,858
201213,"Academic year","National","E92000001","England","Male","All Other Pupils","White","Traveller of Irish Heritage",3.7,3.7,1,1,27
201213,"Academic year","National","E92000001","England","Male","All Other Pupils","White","Gypsy / Roma",3.7,0.6,6,1,161
201213,"Academic year","National","E92000001","England","Male","All Other Pupils","White","Any Other White Background",37.4,10.6,2816,796,7523
201213,"Academic year","National","E92000001","England","Male","All Other Pupils","White","Total",32.5,8.4,71289,18541,219460
201213,"Academic year","National","E92000001","England","Male","All Other Pupils","Mixed","White and Black Caribbean",30.4,4.9,713,115,2349
201213,"Academic year","National","E92000001","England","Male","All Other Pupils","Mixed","White and Black African",42.8,8,262,49,612
201213,"Academic year","National","E92000001","England","Male","All Other Pupils","Mixed","White and Asian",50.9,17.5,731,251,1437
201213,"Academic year","National","E92000001","England","Male","All Other Pupils","Mixed","Any Other Mixed Background",45.8,13.1,1097,314,2397
201213,"Academic year","National","E92000001","England","Male","All Other Pupils","Mixed","Total",41.3,10.7,2803,729,6795
201213,"Academic year","National","E92000001","England","Male","All Other Pupils","Asian","Indian",65.9,17.2,4029,1052,6117
201213,"Academic year","National","E92000001","England","Male","All Other Pupils","Asian","Pakistani",45.8,7,2624,400,5724
