"time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","gender","fsm_status","ethnicity_major","progression_rate","high_tariff_progression_rate","number_of_he_students","number_of_high_tariff_he_students","number_of_students"
200910,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","Total","All Other Pupils","Asian",46.6,7.4,1315,209,2821
200910,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","Total","All Other Pupils","Black",41.3,5.7,218,30,528
200910,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","Total","All Other Pupils","Chinese",68.6,25.6,83,31,121
200910,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","Total","All Other Pupils","Any Other Ethnic Group",45.7,17.9,69,27,151
200910,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","Total","All Other Pupils","Total",32.6,8.6,17763,4684,54420
200910,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","Total","Total","White",28.9,7.7,16279,4354,56248
200910,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","Total","Total","Mixed",28.9,7.7,292,78,1011
200910,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","Total","Total","Unknown",23.8,7.4,151,47,635
200910,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","Total","Total","Asian",41.5,5.8,1756,246,4230
200910,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","Total","Total","Black",36.8,5,286,39,777
200910,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","Total","Total","Chinese",68.2,27.3,90,36,132
200910,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","Total","Total","Any Other Ethnic Group",38.9,13.2,103,35,265
200910,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","Total","Total","Total",29.9,7.6,18957,4835,63298
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Female","Free School Meals","White",9.4,1.7,192,35,2040
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Female","Free School Meals","Mixed",9.7,1.1,9,1,93
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Female","Free School Meals","Unknown",21.7,0,5,0,23
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Female","Free School Meals","Asian",47.5,8.8,113,21,238
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Female","Free School Meals","Black",31.6,0.7,43,1,136
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Female","Free School Meals","Chinese",100,57.1,7,4,7
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Female","Free School Meals","Any Other Ethnic Group",30,0,3,0,10
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Female","Free School Meals","Total",14.6,2.4,372,62,2547
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Female","All Other Pupils","White",36.6,10.2,7698,2145,21048
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Female","All Other Pupils","Mixed",39.8,9,168,38,422
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Female","All Other Pupils","Unknown",36.2,9.9,125,34,345
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Female","All Other Pupils","Asian",66.9,15.9,772,184,1154
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Female","All Other Pupils","Black",46.3,7,158,24,341
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Female","All Other Pupils","Chinese",78.1,31.3,50,20,64
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Female","All Other Pupils","Any Other Ethnic Group",40,15,24,9,60
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Female","All Other Pupils","Total",38.4,10.5,8995,2454,23434
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Female","Total","White",34.2,9.4,7890,2180,23088
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Female","Total","Mixed",34.4,7.6,177,39,515
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Female","Total","Unknown",35.3,9.2,130,34,368
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Female","Total","Asian",63.6,14.7,885,205,1392
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Female","Total","Black",42.1,5.2,201,25,477
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Female","Total","Chinese",80.3,33.8,57,24,71
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Female","Total","Any Other Ethnic Group",38.6,12.9,27,9,70
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Female","Total","Total",36.1,9.7,9367,2516,25981
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Male","Free School Meals","White",7.2,1.5,157,32,2195
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Male","Free School Meals","Mixed",10.1,1,10,1,99
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Male","Free School Meals","Unknown",9.4,0,3,0,32
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Male","Free School Meals","Asian",36.1,4.7,84,11,233
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Male","Free School Meals","Black",29.1,3.1,37,4,127
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Male","Free School Meals","Chinese",75,0,3,0,4
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Male","Free School Meals","Any Other Ethnic Group",22.2,11.1,4,2,18
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Male","Free School Meals","Total",11,1.8,298,50,2708
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Male","All Other Pupils","White",28.8,8.2,6273,1774,21745
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Male","All Other Pupils","Mixed",31.2,10.9,132,46,423
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Male","All Other Pupils","Unknown",26.3,6.4,91,22,346
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Male","All Other Pupils","Asian",53.6,12.7,691,163,1288
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Male","All Other Pupils","Black",27.2,5.4,96,19,353
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Male","All Other Pupils","Chinese",55.4,24.6,36,16,65
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Male","All Other Pupils","Any Other Ethnic Group",34.8,10.6,23,7,66
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Male","All Other Pupils","Total",30.2,8.4,7342,2047,24286
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Male","Total","White",26.9,7.5,6430,1806,23940
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Male","Total","Mixed",27.2,9,142,47,522
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Male","Total","Unknown",24.9,5.8,94,22,378
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Male","Total","Asian",51,11.4,775,174,1521
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Male","Total","Black",27.7,4.8,133,23,480
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Male","Total","Chinese",56.5,23.2,39,16,69
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Male","Total","Any Other Ethnic Group",32.1,10.7,27,9,84
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Male","Total","Total",28.3,7.8,7640,2097,26994
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Total","Free School Meals","White",8.2,1.6,349,67,4235
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Total","Free School Meals","Mixed",9.9,1,19,2,192
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Total","Free School Meals","Unknown",14.5,0,8,0,55
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Total","Free School Meals","Asian",41.8,6.8,197,32,471
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Total","Free School Meals","Black",30.4,1.9,80,5,263
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Total","Free School Meals","Chinese",90.9,36.4,10,4,11
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Total","Free School Meals","Any Other Ethnic Group",25,7.1,7,2,28
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Total","Free School Meals","Total",12.7,2.1,670,112,5255
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Total","All Other Pupils","White",32.6,9.2,13971,3919,42793
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Total","All Other Pupils","Mixed",35.5,9.9,300,84,845
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Total","All Other Pupils","Unknown",31.3,8.1,216,56,691
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Total","All Other Pupils","Asian",59.9,14.2,1463,347,2442
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Total","All Other Pupils","Black",36.6,6.2,254,43,694
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Total","All Other Pupils","Chinese",66.7,27.9,86,36,129
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Total","All Other Pupils","Any Other Ethnic Group",37.3,12.7,47,16,126
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Total","All Other Pupils","Total",34.2,9.4,16337,4501,47720
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Total","Total","White",30.4,8.5,14320,3986,47028
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Total","Total","Mixed",30.8,8.3,319,86,1037
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Total","Total","Unknown",30,7.5,224,56,746
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Total","Total","Asian",57,13,1660,379,2913
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Total","Total","Black",34.9,5,334,48,957
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Total","Total","Chinese",68.6,28.6,96,40,140
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Total","Total","Any Other Ethnic Group",35.1,11.7,54,18,154
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","Total","Total","Total",32.1,8.7,17007,4613,52975
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","Female","Free School Meals","White",11.3,1.1,356,34,3142
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","Female","Free School Meals","Mixed",17.2,2.2,46,6,268
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","Female","Free School Meals","Unknown",9.9,0,7,0,71
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","Female","Free School Meals","Asian",43.1,5.4,448,56,1040
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","Female","Free School Meals","Black",34.9,3.7,124,13,355
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","Female","Free School Meals","Chinese",75,12.5,6,1,8
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","Female","Free School Meals","Any Other Ethnic Group",30,2.9,21,2,70
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","Female","Free School Meals","Total",20.3,2.3,1008,112,4954
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","Female","All Other Pupils","White",38.4,9.4,9180,2249,23898
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","Female","All Other Pupils","Mixed",39.6,10.2,292,75,738
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","Female","All Other Pupils","Unknown",31.2,9,122,35,391
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","Female","All Other Pupils","Asian",61.8,11.7,1386,262,2241
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","Female","All Other Pupils","Black",46.9,6.1,333,43,710
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","Female","All Other Pupils","Chinese",83.8,45,67,36,80
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","Female","All Other Pupils","Any Other Ethnic Group",47.6,13.4,39,11,82
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","Female","All Other Pupils","Total",40.6,9.6,11419,2711,28140
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","Female","Total","White",35.3,8.4,9536,2283,27040
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","Female","Total","Mixed",33.6,8.1,338,81,1006
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","Female","Total","Unknown",27.9,7.6,129,35,462
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","Female","Total","Asian",55.9,9.7,1834,318,3281
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","Female","Total","Black",42.9,5.3,457,56,1065
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","Female","Total","Chinese",83,42,73,37,88
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","Female","Total","Any Other Ethnic Group",39.5,8.6,60,13,152
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","Female","Total","Total",37.6,8.5,12427,2823,33094
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","Male","Free School Meals","White",8.6,1,276,31,3214
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","Male","Free School Meals","Mixed",14.9,0.7,41,2,276
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","Male","Free School Meals","Unknown",11.1,3.7,9,3,81
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","Male","Free School Meals","Asian",34.3,3.9,401,45,1168
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","Male","Free School Meals","Black",22.2,1.8,76,6,342
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","Male","Free School Meals","Chinese",66.7,33.3,2,1,3
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","Male","Free School Meals","Any Other Ethnic Group",23.3,7,20,6,86
