"time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","old_la_code","new_la_code","la_name","sen_status","progression_rate","high_tariff_progression_rate","number_of_he_students","number_of_high_tariff_he_students","number_of_students"
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","353","E08000004","Oldham","Total",39.8,"8.5",1182,"252",2973
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","353","E08000004","Oldham","No Identified SEN",45.2,"10",1121,"248",2482
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","353","E08000004","Oldham","All SEN",12.4,"0.8",61,"4",491
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","353","E08000004","Oldham","Total",40,"8.8",1211,"267",3028
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","353","E08000004","Oldham","No Identified SEN",45.2,"10.2",1166,"262",2580
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","353","E08000004","Oldham","All SEN",10,"1.1",45,"5",448
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","353","E08000004","Oldham","Total",40.3,"8",1259,"251",3126
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","353","E08000004","Oldham","No Identified SEN",44.5,"9.1",1203,"245",2703
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","353","E08000004","Oldham","All SEN",13.2,"1.4",56,"6",423
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","353","E08000004","Oldham","Total",41.4,"9.6",1246,"290",3009
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","353","E08000004","Oldham","No Identified SEN",46.1,"10.9",1179,"279",2558
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","353","E08000004","Oldham","All SEN",14.9,"2.4",67,"11",451
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","353","E08000004","Oldham","Total",41.8,"9.3",1235,"276",2957
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","353","E08000004","Oldham","No Identified SEN",45.8,"10.4",1172,"266",2561
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","353","E08000004","Oldham","All SEN",15.9,"2.5",63,"10",396
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","353","E08000004","Oldham","Total",41.6,"9.5",1229,"282",2955
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","353","E08000004","Oldham","No Identified SEN",45.4,"10.7",1185,"278",2608
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","353","E08000004","Oldham","All SEN",12.7,"1.2",44,"4",347
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","353","E08000004","Oldham","Total",46.2,"9.7",1375,"289",2978
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","353","E08000004","Oldham","No Identified SEN",49.5,"10.6",1303,"278",2631
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","353","E08000004","Oldham","All SEN",20.7,"3.2",72,"11",347
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","353","E08000004","Oldham","Total",46.7,"10.7",1395,"319",2988
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","353","E08000004","Oldham","No Identified SEN",50.3,"11.6",1344,"310",2674
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","353","E08000004","Oldham","All SEN",16.2,"2.9",51,"9",314
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","Total",30,"6.3",840,"176",2803
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","No Identified SEN",34.3,"7.3",797,"170",2322
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","All SEN",8.9,"1.2",43,"6",481
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","Total",29.8,"4.4",821,"122",2754
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","No Identified SEN",35.3,"5.5",790,"122",2235
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","All SEN",6,"0",31,"0",519
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","Total",31.9,"4.4",873,"120",2737
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","No Identified SEN",37.7,"5.4",800,"114",2121
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","All SEN",11.9,"1",73,"6",616
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","Total",32.3,"4.1",847,"107",2624
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","No Identified SEN",38.9,"5",752,"96",1932
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","All SEN",13.7,"1.6",95,"11",692
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","Total",36.8,"6.3",945,"162",2568
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","No Identified SEN",44.4,"7.7",872,"152",1965
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","All SEN",12.1,"1.7",73,"10",603
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","Total",37.6,"6.7",926,"164",2464
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","No Identified SEN",44.7,"8.4",831,"157",1859
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","All SEN",15.7,"1.2",95,"7",605
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","Total",39.5,"7",953,"169",2412
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","No Identified SEN",46.5,"9",849,"164",1826
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","All SEN",17.7,"0.9",104,"5",586
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","Total",39.9,"6.4",978,"157",2451
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","No Identified SEN",46.3,"7.9",877,"149",1895
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","All SEN",18.2,"1.4",101,"8",556
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","Total",38.9,"6.3",945,"153",2432
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","No Identified SEN",46,"8.1",839,"147",1824
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","All SEN",17.4,"1",106,"6",608
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","Total",39.3,"8.1",928,"192",2364
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","No Identified SEN",44,"9.4",875,"187",1990
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","All SEN",14.2,"1.3",53,"5",374
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","Total",41.6,"9.2",977,"216",2349
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","No Identified SEN",44.9,"10.3",924,"212",2057
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","All SEN",18.2,"1.4",53,"4",292
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","Total",40.2,"7.3",916,"166",2281
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","No Identified SEN",43.7,"8.1",865,"160",1980
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","All SEN",16.9,"2",51,"6",301
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","Total",44.4,"9.5",1001,"215",2252
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","No Identified SEN",48.6,"10.5",949,"204",1952
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","354","E08000005","Rochdale","All SEN",17.3,"3.7",52,"11",300
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","Total",23.2,"4.2",616,"111",2653
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","No Identified SEN",27.1,"5.1",591,"110",2178
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","All SEN",5.3,"0.2",25,"1",475
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","Total",27.5,"4.7",708,"120",2578
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","No Identified SEN",31.3,"5.4",680,"117",2170
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","All SEN",6.9,"0.7",28,"3",408
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","Total",27.6,"4.6",692,"115",2510
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","No Identified SEN",31.7,"5.4",640,"108",2018
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","All SEN",10.6,"1.4",52,"7",492
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","Total",28.6,"4.2",679,"100",2377
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","No Identified SEN",35.2,"5.4",630,"97",1789
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","All SEN",8.3,"0.5",49,"3",588
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","Total",33.6,"5.3",752,"118",2235
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","No Identified SEN",39.9,"6.7",622,"104",1557
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","All SEN",19.2,"2.1",130,"14",678
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","Total",32,"6.1",707,"135",2211
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","No Identified SEN",38.5,"7.8",638,"130",1659
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","All SEN",12.5,"0.9",69,"5",552
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","Total",34.1,"6.4",719,"136",2109
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","No Identified SEN",40.3,"8",660,"131",1637
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","All SEN",12.5,"1.1",59,"5",472
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","Total",32.5,"5.2",738,"117",2268
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","No Identified SEN",37.1,"6.4",681,"117",1836
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","All SEN",13.2,"0",57,"0",432
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","Total",32,"4.4",705,"96",2206
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","No Identified SEN",36.3,"5",644,"88",1773
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","All SEN",14.1,"1.8",61,"8",433
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","Total",31.7,"5.3",684,"115",2161
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","No Identified SEN",36.3,"6.2",645,"110",1777
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","All SEN",10.2,"1.3",39,"5",384
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","Total",33.5,"5",712,"107",2126
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","No Identified SEN",37.3,"5.9",662,"104",1774
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","All SEN",14.2,"0.9",50,"3",352
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","Total",33.6,"4.5",705,"95",2096
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","No Identified SEN",38,"5.6",650,"95",1711
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","All SEN",14.3,"0",55,"0",385
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","Total",36.4,"6.9",764,"144",2099
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","No Identified SEN",40.1,"7.8",699,"135",1741
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","355","E08000006","Salford","All SEN",18.2,"2.5",65,"9",358
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","Total",34.2,"9.4",1150,"315",3362
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","No Identified SEN",39.8,"11.1",1106,"308",2781
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","All SEN",7.6,"1.2",44,"7",581
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","Total",36.7,"8.9",1276,"308",3479
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","No Identified SEN",43.1,"10.6",1225,"302",2843
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","All SEN",8,"0.9",51,"6",636
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","Total",36.9,"10.6",1281,"367",3473
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","No Identified SEN",43.1,"12.9",1201,"358",2785
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","All SEN",11.6,"1.3",80,"9",688
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","Total",37.9,"8.1",1170,"249",3088
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","No Identified SEN",43.4,"9.5",1091,"239",2516
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","All SEN",13.8,"1.7",79,"10",572
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","Total",38,"10",1149,"304",3027
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","No Identified SEN",43.8,"12.1",1067,"295",2437
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","All SEN",13.9,"1.5",82,"9",590
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","Total",38.9,"11.4",1175,"343",3022
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","No Identified SEN",45,"13.7",1099,"335",2443
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","All SEN",13.1,"1.4",76,"8",579
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","Total",40.8,"10.6",1162,"302",2848
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","No Identified SEN",47,"12.5",1090,"289",2320
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","All SEN",13.6,"2.5",72,"13",528
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","Total",40.4,"10.7",1217,"323",3010
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","No Identified SEN",46.9,"13.1",1127,"314",2404
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","All SEN",14.9,"1.5",90,"9",606
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","Total",43.1,"11.8",1243,"342",2887
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","No Identified SEN",50.7,"14.9",1124,"330",2219
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","All SEN",17.8,"1.8",119,"12",668
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","Total",42.2,"12.9",1184,"362",2805
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","No Identified SEN",47.7,"15.1",1132,"359",2372
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","All SEN",12,"0.7",52,"3",433
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","Total",41.1,"11.9",1165,"338",2838
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","No Identified SEN",44.5,"13.2",1089,"324",2447
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","All SEN",19.4,"3.6",76,"14",391
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","Total",42.3,"12.3",1133,"329",2676
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","No Identified SEN",45.4,"13.4",1092,"322",2405
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","All SEN",15.1,"2.6",41,"7",271
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","Total",45.1,"16.2",1173,"421",2603
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","No Identified SEN",49,"18",1117,"411",2279
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","All SEN",17.3,"3.1",56,"10",324
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Total",27.1,"6",841,"185",3105
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","No Identified SEN",31.1,"7.1",804,"183",2582
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","All SEN",7.1,"0.4",37,"2",523
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Total",28.5,"5.6",912,"181",3205
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","No Identified SEN",32.1,"6.5",872,"177",2720
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","All SEN",8.2,"0.8",40,"4",485
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Total",30.1,"6.3",960,"200",3193
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","No Identified SEN",33.8,"7.1",919,"193",2716
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","All SEN",8.6,"1.5",41,"7",477
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Total",32.3,"6",968,"180",2996
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","No Identified SEN",37.3,"7.1",914,"173",2452
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","All SEN",9.9,"1.3",54,"7",544
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Total",31.4,"5.7",920,"166",2928
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","No Identified SEN",36.5,"6.6",863,"157",2366
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","All SEN",10.1,"1.6",57,"9",562
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Total",35.2,"7.9",1007,"225",2858
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","No Identified SEN",41.1,"9.4",959,"219",2331
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","All SEN",9.1,"1.1",48,"6",527
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Total",37.2,"8.5",1058,"242",2846
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","No Identified SEN",41.9,"9.8",994,"232",2375
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","All SEN",13.6,"2.1",64,"10",471
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Total",36,"6.7",976,"182",2712
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","No Identified SEN",39.9,"7.6",922,"176",2311
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","All SEN",13.5,"1.5",54,"6",401
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Total",35.6,"7",963,"189",2703
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","No Identified SEN",39.5,"8",924,"187",2337
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","All SEN",10.7,"0.5",39,"2",366
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Total",36.9,"9.4",954,"242",2588
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","No Identified SEN",39.8,"10.2",913,"235",2296
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","All SEN",14,"2.4",41,"7",292
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Total",39.3,"8.9",986,"222",2506
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","No Identified SEN",41.9,"9.7",938,"217",2237
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","All SEN",17.8,"1.9",48,"5",269
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Total",39.9,"8.4",970,"205",2432
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","No Identified SEN",42.4,"9.3",929,"203",2190
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","All SEN",16.9,"0.8",41,"2",242
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Total",41,"10.1",1035,"254",2527
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","No Identified SEN",43.8,"11",975,"245",2224
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","All SEN",19.8,"3",60,"9",303
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Total",46,"18.9",1358,"558",2954
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","No Identified SEN",52.5,"22.2",1286,"543",2450
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","All SEN",14.3,"3",72,"15",504
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Total",46.6,"18.6",1357,"542",2914
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","No Identified SEN",53.2,"22",1292,"535",2428
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","All SEN",13.4,"1.4",65,"7",486
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Total",49,"19.3",1482,"585",3024
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","No Identified SEN",56.7,"23.2",1392,"571",2457
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","All SEN",15.9,"2.5",90,"14",567
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Total",49.3,"17.7",1432,"514",2902
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","No Identified SEN",57.6,"21.2",1331,"490",2311
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","All SEN",17.1,"4.1",101,"24",591
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Total",49.9,"21.9",1448,"636",2901
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","No Identified SEN",57.9,"26.5",1361,"624",2351
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","All SEN",15.8,"2.2",87,"12",550
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Total",51.8,"22.6",1466,"639",2831
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","No Identified SEN",61.5,"28",1364,"622",2218
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","All SEN",16.6,"2.8",102,"17",613
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Total",53.2,"23.2",1562,"682",2935
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","No Identified SEN",61.9,"28",1484,"671",2398
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","All SEN",14.5,"2",78,"11",537
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Total",53.9,"20.8",1579,"608",2929
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","No Identified SEN",62,"24.7",1475,"587",2379
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","All SEN",18.9,"3.8",104,"21",550
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Total",57.2,"24.6",1681,"722",2940
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","No Identified SEN",65.1,"29.2",1539,"690",2363
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","All SEN",24.6,"5.5",142,"32",577
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Total",56.4,"26.8",1624,"771",2879
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","No Identified SEN",63.3,"31.1",1522,"747",2404
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","All SEN",21.5,"5.1",102,"24",475
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Total",58.1,"27.4",1611,"760",2773
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","No Identified SEN",64.4,"31.1",1529,"738",2376
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","All SEN",20.7,"5.5",82,"22",397
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Total",60.8,"30.8",1666,"843",2740
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","No Identified SEN",67,"34.7",1564,"811",2334
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","All SEN",25.1,"7.9",102,"32",406
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Total",62.8,"32.7",1793,"933",2855
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","No Identified SEN",68.1,"36.3",1681,"897",2470
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","All SEN",29.1,"9.4",112,"36",385
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Total",30.6,"6.7",1277,"278",4167
