"time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","old_la_code","new_la_code","la_name","sen_status","progression_rate","high_tariff_progression_rate","number_of_he_students","number_of_high_tariff_he_students","number_of_students"
202021,"Academic year","Regional","E92000001","England","E12000002","North West","","","","No Identified SEN",46.9,"12.6",29760,"7973",63439
202021,"Academic year","Regional","E92000001","England","E12000002","North West","","","","All SEN",17.4,"2.9",1644,"275",9452
202122,"Academic year","Regional","E92000001","England","E12000002","North West","","","","Total",45.4,"13.4",32688,"9622",71966
202122,"Academic year","Regional","E92000001","England","E12000002","North West","","","","No Identified SEN",49.4,"14.8",30974,"9287",62659
202122,"Academic year","Regional","E92000001","England","E12000002","North West","","","","All SEN",18.4,"3.6",1714,"335",9307
200910,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","Total",29.9,"7.6",18957,"4835",63298
200910,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","No Identified SEN",34.9,"9.1",18114,"4731",51931
200910,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","All SEN",7.4,"0.9",843,"104",11367
201011,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","Total",31.8,"7.6",20380,"4859",64185
201011,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","No Identified SEN",37.3,"9.2",19229,"4724",51568
201011,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","All SEN",9.1,"1.1",1151,"135",12617
201112,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","Total",32.1,"7.6",20554,"4849",63980
201112,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","No Identified SEN",38.5,"9.4",19070,"4675",49550
201112,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","All SEN",10.3,"1.2",1484,"174",14430
201213,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","Total",33.5,"6.9",20451,"4235",61121
201213,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","No Identified SEN",40.8,"8.8",18525,"3986",45391
201213,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","All SEN",12.2,"1.6",1926,"249",15730
201314,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","Total",34.1,"7.5",20600,"4546",60458
201314,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","No Identified SEN",41.4,"9.6",18485,"4300",44663
201314,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","All SEN",13.4,"1.6",2115,"246",15795
201415,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","Total",35.8,"8.5",21215,"5031",59255
201415,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","No Identified SEN",43,"10.7",19180,"4782",44575
201415,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","All SEN",13.9,"1.7",2035,"249",14680
201516,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","Total",38,"8.8",22371,"5172",58818
201516,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","No Identified SEN",44.7,"10.7",20496,"4922",45857
201516,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","All SEN",14.5,"1.9",1875,"250",12961
201617,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","Total",38.8,"8.5",22747,"4991",58643
201617,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","No Identified SEN",45,"10.2",20960,"4761",46622
201617,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","All SEN",14.9,"1.9",1787,"230",12021
201718,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","Total",39.6,"8.8",22754,"5042",57527
201718,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","No Identified SEN",45.1,"10.3",20943,"4782",46401
201718,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","All SEN",16.3,"2.3",1811,"260",11126
201819,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","Total",39.6,"9.7",22534,"5507",56869
201819,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","No Identified SEN",44,"11",21133,"5284",47997
201819,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","All SEN",15.8,"2.5",1401,"223",8872
201920,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","Total",40,"9.9",21889,"5428",54727
201920,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","No Identified SEN",43.8,"11.1",20763,"5251",47393
201920,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","All SEN",15.4,"2.4",1126,"177",7334
202021,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","Total",41.5,"10.2",22160,"5442",53403
202021,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","No Identified SEN",45.4,"11.4",21021,"5259",46295
202021,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","All SEN",16,"2.6",1139,"183",7108
202122,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","Total",43.4,"11.7",23027,"6221",53056
202122,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","No Identified SEN",47.4,"13.1",21816,"6013",46012
202122,"Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","All SEN",17.2,"3",1211,"208",7044
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","Total",32.1,"8.7",17007,"4613",52975
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","No Identified SEN",36.9,"10.2",16220,"4497",43944
200910,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","All SEN",8.7,"1.3",787,"116",9031
201011,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","Total",33.2,"8.3",18025,"4524",54353
201011,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","No Identified SEN",38.7,"10",17122,"4414",44266
201011,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","All SEN",9,"1.1",903,"110",10087
201112,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","Total",33.5,"8.6",18008,"4609",53777
201112,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","No Identified SEN",39.4,"10.4",16806,"4422",42639
201112,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","All SEN",10.8,"1.7",1202,"187",11138
201213,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","Total",34.1,"7.2",17706,"3723",51889
201213,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","No Identified SEN",40.8,"8.9",16133,"3536",39522
201213,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","All SEN",12.7,"1.5",1573,"187",12367
201314,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","Total",33.8,"7.6",17606,"3936",52073
201314,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","No Identified SEN",41.2,"9.6",16016,"3743",38840
201314,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","All SEN",12,"1.5",1590,"193",13233
201415,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","Total",36.3,"8.6",18437,"4369",50778
201415,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","No Identified SEN",43.9,"10.9",16762,"4169",38177
201415,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","All SEN",13.3,"1.6",1675,"200",12601
201516,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","Total",37,"8.8",18255,"4333",49404
201516,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","No Identified SEN",43.7,"10.8",16860,"4154",38581
201516,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","All SEN",12.9,"1.7",1395,"179",10823
201617,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","Total",37.7,"8.2",19028,"4151",50505
201617,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","No Identified SEN",43.8,"9.9",17637,"3993",40223
201617,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","All SEN",13.5,"1.5",1391,"158",10282
201718,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","Total",38.6,"8.7",19167,"4319",49650
201718,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","No Identified SEN",44.3,"10.3",17841,"4140",40274
201718,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","All SEN",14.1,"1.9",1326,"179",9376
201819,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","Total",38.7,"8.8",19044,"4350",49216
201819,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","No Identified SEN",43.3,"10.1",17926,"4198",41414
201819,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","All SEN",14.3,"1.9",1118,"152",7802
201920,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","Total",39.5,"9",18833,"4278",47635
201920,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","No Identified SEN",43.6,"10",17923,"4131",41116
201920,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","All SEN",14,"2.3",910,"147",6519
202021,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","Total",40.6,"9.3",18723,"4269",46081
202021,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","No Identified SEN",44.6,"10.4",17843,"4150",40040
202021,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","All SEN",14.6,"2",880,"119",6041
202122,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","Total",43,"11",19606,"5006",45628
202122,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","No Identified SEN",47.1,"12.3",18663,"4878",39621
202122,"Academic year","Regional","E92000001","England","E12000004","East Midlands","","","","All SEN",15.7,"2.1",943,"128",6007
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","Total",33.1,"7.8",22494,"5307",68047
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","No Identified SEN",38.5,"9.3",21394,"5185",55557
200910,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","All SEN",8.8,"1",1100,"122",12490
201011,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","Total",34.2,"7.4",23582,"5102",68980
201011,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","No Identified SEN",39.9,"8.9",22228,"4967",55660
201011,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","All SEN",10.2,"1",1354,"135",13320
201112,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","Total",34.7,"8.2",23529,"5599",67888
201112,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","No Identified SEN",40.9,"10",21856,"5366",53463
201112,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","All SEN",11.6,"1.6",1673,"233",14425
201213,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","Total",35.8,"7",23353,"4568",65283
201213,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","No Identified SEN",42.8,"8.7",21386,"4369",49949
201213,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","All SEN",12.8,"1.3",1967,"199",15334
201314,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","Total",36.3,"7.7",23629,"5034",65048
201314,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","No Identified SEN",43.7,"9.8",21286,"4773",48704
201314,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","All SEN",14.3,"1.6",2343,"261",16344
201415,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","Total",38.2,"8.4",24328,"5333",63684
201415,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","No Identified SEN",45.5,"10.5",21956,"5068",48204
201415,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","All SEN",15.3,"1.7",2372,"265",15480
201516,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","Total",40.3,"8.7",25630,"5515",63634
201516,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","No Identified SEN",47.3,"10.7",23250,"5260",49159
201516,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","All SEN",16.4,"1.8",2380,"255",14475
201617,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","Total",40.5,"7.8",26237,"5083",64809
201617,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","No Identified SEN",46.8,"9.5",23847,"4848",50975
201617,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","All SEN",17.3,"1.7",2390,"235",13834
201718,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","Total",41.5,"8.1",26006,"5073",62645
201718,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","No Identified SEN",47.7,"9.7",23883,"4869",50032
201718,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","All SEN",16.8,"1.6",2123,"204",12613
201819,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","Total",41.9,"8.4",25897,"5179",61826
201819,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","No Identified SEN",47.2,"9.7",24112,"4956",51118
201819,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","All SEN",16.7,"2.1",1785,"223",10708
201920,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","Total",42.1,"8.5",25560,"5168",60674
201920,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","No Identified SEN",47.1,"9.8",24057,"4993",51059
201920,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","All SEN",15.6,"1.8",1503,"175",9615
202021,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","Total",43.2,"9",25785,"5366",59667
202021,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","No Identified SEN",47.8,"10.2",24153,"5154",50543
202021,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","All SEN",17.9,"2.3",1632,"212",9124
202122,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","Total",45.1,"10.6",26725,"6302",59214
202122,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","No Identified SEN",49.9,"12.1",25079,"6066",50251
202122,"Academic year","Regional","E92000001","England","E12000005","West Midlands","","","","All SEN",18.4,"2.6",1646,"236",8963
200910,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","Total",34.1,"8.3",22349,"5474",65628
200910,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","No Identified SEN",38.8,"9.7",21344,"5356",54959
200910,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","All SEN",9.4,"1.1",1005,"118",10669
201011,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","Total",35.2,"8.4",23332,"5563",66298
201011,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","No Identified SEN",40.3,"9.9",21986,"5395",54518
201011,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","All SEN",11.4,"1.4",1346,"168",11780
201112,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","Total",35.8,"10.7",23830,"7139",66625
201112,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","No Identified SEN",41.5,"12.8",22214,"6851",53495
201112,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","All SEN",12.3,"2.2",1616,"288",13130
201213,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","Total",35.8,"9.4",23391,"6172",65378
201213,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","No Identified SEN",42.1,"11.5",21465,"5871",51000
201213,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","All SEN",13.4,"2.1",1926,"301",14378
201314,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","Total",35.4,"8.6",23379,"5668",66041
201314,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","No Identified SEN",41.9,"10.6",21314,"5378",50893
201314,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","All SEN",13.6,"1.9",2065,"290",15148
201415,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","Total",37.7,"10.9",24410,"7035",64827
201415,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","No Identified SEN",44.2,"13.3",22332,"6722",50526
201415,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","All SEN",14.5,"2.2",2078,"313",14301
201516,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","Total",39.4,"10.8",25135,"6888",63788
201516,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","No Identified SEN",45.6,"13",23005,"6575",50425
201516,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","All SEN",15.9,"2.3",2130,"313",13363
201617,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","Total",39.3,"9.8",25624,"6421",65211
201617,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","No Identified SEN",45.1,"11.7",23701,"6127",52532
201617,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","All SEN",15.2,"2.3",1923,"294",12679
201718,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","Total",40,"9.8",25643,"6304",64124
201718,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","No Identified SEN",44.9,"11.4",23718,"6008",52836
201718,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","All SEN",17.1,"2.6",1925,"296",11288
201819,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","Total",40.6,"10.3",25642,"6532",63164
201819,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","No Identified SEN",45.1,"11.7",24027,"6251",53279
201819,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","All SEN",16.3,"2.8",1615,"281",9885
201920,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","Total",40.9,"10.2",25147,"6289",61442
201920,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","No Identified SEN",45,"11.5",23741,"6076",52724
201920,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","All SEN",16.1,"2.4",1406,"213",8718
202021,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","Total",42.5,"10.9",25789,"6605",60725
202021,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","No Identified SEN",46.6,"12.2",24336,"6384",52258
202021,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","All SEN",17.2,"2.6",1453,"221",8467
202122,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","Total",45.3,"12.8",26918,"7605",59408
202122,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","No Identified SEN",49.4,"14.3",25327,"7309",51232
202122,"Academic year","Regional","E92000001","England","E12000006","East of England","","","","All SEN",19.5,"3.6",1591,"296",8176
200910,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","Total",42,"6.2",9976,"1476",23750
200910,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","No Identified SEN",49.7,"8",8671,"1391",17438
200910,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","All SEN",20.7,"1.3",1305,"85",6312
201011,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","Total",43,"8.2",10078,"1929",23455
201011,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","No Identified SEN",51.1,"10.7",8577,"1801",16799
201011,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","All SEN",22.6,"1.9",1501,"128",6656
201112,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","Total",44.5,"9.2",10553,"2175",23699
201112,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","No Identified SEN",53.4,"12.1",8754,"1991",16388
201112,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","All SEN",24.6,"2.5",1799,"184",7311
201213,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","Total",45.3,"8.3",10642,"1958",23502
201213,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","No Identified SEN",54.8,"11.3",8412,"1734",15353
201213,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","All SEN",27.4,"2.7",2230,"224",8149
201314,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","Total",46.3,"9.3",10895,"2182",23518
201314,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","No Identified SEN",55.9,"12.9",8248,"1901",14761
201314,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","All SEN",30.2,"3.2",2647,"281",8757
201415,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","Total",51.3,"10.9",12204,"2584",23804
201415,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","No Identified SEN",60.8,"14.8",9483,"2309",15606
201415,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","All SEN",33.2,"3.4",2721,"275",8198
201516,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","Total",53.6,"10",12985,"2430",24210
201516,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","No Identified SEN",62,"13.1",10075,"2122",16253
201516,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","All SEN",36.6,"3.9",2910,"308",7957
201617,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","Total",55.1,"10",13660,"2471",24775
201617,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","No Identified SEN",63.1,"12.6",11143,"2222",17660
201617,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","All SEN",35.4,"3.5",2517,"249",7115
201718,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","Total",54.8,"11",13464,"2700",24573
201718,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","No Identified SEN",62.2,"13.7",11262,"2474",18093
201718,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","All SEN",34,"3.5",2202,"226",6480
201819,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","Total",56.1,"15",13867,"3699",24732
201819,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","No Identified SEN",62.8,"17.7",12154,"3431",19356
201819,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","All SEN",31.9,"5",1713,"268",5376
201920,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","Total",56.4,"14.9",14326,"3796",25398
201920,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","No Identified SEN",62.7,"17.6",12723,"3566",20307
201920,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","All SEN",31.5,"4.5",1603,"230",5091
202021,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","Total",58.4,"15.9",14813,"4031",25371
202021,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","No Identified SEN",64.4,"18.5",13238,"3810",20545
202021,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","All SEN",32.6,"4.6",1575,"221",4826
202122,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","Total",60.9,"19.4",15700,"4999",25772
202122,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","No Identified SEN",66.8,"22.2",14095,"4694",21097
202122,"Academic year","Regional","E92000001","England","E13000001","Inner London","","","","All SEN",34.3,"6.5",1605,"305",4675
200910,"Academic year","Regional","E92000001","England","E13000002","Outer London","","","","Total",43.3,"9.7",22321,"5001",51505
200910,"Academic year","Regional","E92000001","England","E13000002","Outer London","","","","No Identified SEN",50.1,"11.8",20565,"4846",41009
200910,"Academic year","Regional","E92000001","England","E13000002","Outer London","","","","All SEN",16.7,"1.5",1756,"155",10496
201011,"Academic year","Regional","E92000001","England","E13000002","Outer London","","","","Total",44.9,"11.5",23370,"5982",52079
201011,"Academic year","Regional","E92000001","England","E13000002","Outer London","","","","No Identified SEN",52.1,"14",21329,"5726",40968
201011,"Academic year","Regional","E92000001","England","E13000002","Outer London","","","","All SEN",18.4,"2.3",2041,"256",11111
201112,"Academic year","Regional","E92000001","England","E13000002","Outer London","","","","Total",45.9,"13",24047,"6838",52401
201112,"Academic year","Regional","E92000001","England","E13000002","Outer London","","","","No Identified SEN",54,"16.3",21596,"6534",39982
201112,"Academic year","Regional","E92000001","England","E13000002","Outer London","","","","All SEN",19.7,"2.4",2451,"304",12419
201213,"Academic year","Regional","E92000001","England","E13000002","Outer London","","","","Total",46.8,"12",24060,"6160",51456
201213,"Academic year","Regional","E92000001","England","E13000002","Outer London","","","","No Identified SEN",55.1,"15.2",21315,"5863",38698
201213,"Academic year","Regional","E92000001","England","E13000002","Outer London","","","","All SEN",21.5,"2.3",2745,"297",12758
201314,"Academic year","Regional","E92000001","England","E13000002","Outer London","","","","Total",46.8,"12.2",24306,"6345",51900
201314,"Academic year","Regional","E92000001","England","E13000002","Outer London","","","","No Identified SEN",55.1,"15.5",21177,"5968",38467
201314,"Academic year","Regional","E92000001","England","E13000002","Outer London","","","","All SEN",23.3,"2.8",3129,"377",13433
201415,"Academic year","Regional","E92000001","England","E13000002","Outer London","","","","Total",50.6,"14",26080,"7193",51556
201415,"Academic year","Regional","E92000001","England","E13000002","Outer London","","","","No Identified SEN",58.2,"17.4",22842,"6827",39220
201415,"Academic year","Regional","E92000001","England","E13000002","Outer London","","","","All SEN",26.2,"3",3238,"366",12336
201516,"Academic year","Regional","E92000001","England","E13000002","Outer London","","","","Total",52.5,"12.9",26959,"6609",51359
201516,"Academic year","Regional","E92000001","England","E13000002","Outer London","","","","No Identified SEN",59.8,"15.9",23503,"6242",39306
201516,"Academic year","Regional","E92000001","England","E13000002","Outer London","","","","All SEN",28.7,"3",3456,"367",12053
201617,"Academic year","Regional","E92000001","England","E13000002","Outer London","","","","Total",53.5,"13.1",28105,"6885",52503
